"S1__con1"	"S2__con1"	"S3__con1"	"S4__con1"	"S5__con1"	"S1__con2"	"S2__con2"	"S3__con2"	"S3__con3"	"S4__con3"	"S5__con3"	"S1__con4"	"S2__con4"	"S5__con4"	"S1__con5"	"S2__con5"	"S3__con5"	"S4__con5"	"S5__con5"	"S1__con6"	"S2__con6"	"S3__con6"	"S4__con6"	"S5__con6"	"S2__con7"	"S3__con7"	"S4__con7"	"S5__con7"	"S1__con8"	"S2__con8"	"S3__con8"	"S4__con8"	"S5__con8"	"S1__con9"	"S2__con9"	"S3__con9"	"S4__con9"	"S5__con9"	"S1__con10"	"S2__con10"	"S3__con10"	"S4__con10"	"S5__con10"	"S1__con11"	"S2__con11"	"S3__con11"
"245021_at"	7.88830344267034	6.51506724575531	5.49168296631215	5.46863393467028	5.85243613707539	7.86701684003294	7.54287961735516	7.3701173001904	5.73328805323124	7.94886895804417	8.57600400676893	5.28135414884829	5.2927154367533	7.05782407230924	7.65936413117822	6.48964280305271	7.4541483780066	7.48621247600588	8.11093622941763	7.02231630794751	7.00236578012108	7.09058982989392	7.45674792619392	7.36917607799487	8.52297222170825	8.6388559340057	5.95409802449582	7.83444341223967	5.51171460179449	6.08580050549692	11.1249706821084	11.3202488764807	6.91120050937622	6.75297715000466	8.25026566175805	7.99904494078894	7.87688381522319	7.67353624016978	8.6569025084063	9.68772177627589	8.63053937861786	10.5275835000279	9.54441534720239	10.5482884007711	11.5257168400252	10.8337622828662
"245022_at"	5.77274751640786	5.00658577364601	5.56875999039064	5.55558773189327	5.18207985455781	5.68616941160612	5.30371945100212	5.48322314472188	4.88234887320966	5.81905749860639	6.20692774831219	5.43675658357237	5.34923162663182	5.75889338511917	6.33702454496308	5.86644201982591	6.15022429001364	5.85865238402611	6.58343005544557	5.78392673761161	5.81498644667352	5.61762157347627	5.87976808581613	5.82652153421799	5.81853009984336	6.2787366305566	5.30985272523994	5.89017391013815	5.09295704414092	5.82758427099338	9.3707903260961	9.91776412025768	5.94751312846807	5.94029491687159	6.77684490866702	6.59910262647489	6.40473556904285	6.22022317810092	6.69506737217421	7.13758184949433	6.63849883749863	8.10125931834425	7.60632019267156	8.10824908890226	11.3185970661813	8.96231496587528
"245023_at"	6.15970934517451	5.65129519947584	6.03945679115612	6.37457648088708	6.32587090771237	7.15518632756505	6.41425061664737	5.9423848194066	5.22189030302351	7.14829092642908	8.65504879866253	6.3608666833559	6.30474843448264	7.53738062970054	9.03852136383758	7.54633811166737	8.76015839064064	7.42529754800458	8.46873624916095	8.70467472186058	7.95909154314658	7.65720553261077	8.31958373636587	7.42041238784321	8.7714363361373	8.37909645671044	6.1863733484779	7.63726527453295	5.659706980091	7.0556545325457	11.9897463325667	11.9168895270048	10.5555247725228	10.5152565536015	11.1465439341398	11.1176610359541	11.0477032608139	10.7418003495838	10.9898109129417	11.7545521700385	11.3880247531001	11.6679472787968	11.8302089647683	12.3834935840843	12.6421277213121	12.4305818133807
"245024_at"	5.76668350661174	5.41611071870009	5.55037318336855	5.8957828125852	6.329684191674	6.71777432362644	5.78703293007589	5.31974133843089	5.07321183886194	5.32565149086472	8.04100586396344	6.14505830208465	6.23101030132163	7.81369815931103	8.99166237736719	7.988724663642	8.22483380608663	6.92418664371282	7.75371796867971	6.81261939578171	7.9525785806158	7.22173718725	7.62277754631058	7.38733029131734	8.49168862396769	8.21335279922755	6.17984985445798	8.16048838311495	5.94664189804609	6.25053534221815	12.8715103951383	13.1531420661237	9.476817966095	9.42600883597897	10.8527037262186	10.4612432020552	10.502777223482	9.50797596303728	10.7502158234431	11.6210679122973	10.3713514798306	11.610598542513	10.5087246912624	12.3234583549287	13.0240459489751	12.5195066135141
"245025_at"	4.36959971878157	4.29453546592078	4.42101651047406	4.49280167601859	4.61354135640091	4.71036796095947	4.33768955311021	4.40882952852898	4.24715064630123	4.38823984435582	5.10818553529979	4.29302143410101	4.79241034550727	5.07287802343913	5.31755297003679	4.96364153799585	5.04129881457244	4.7862081986882	5.16141365315716	5.07793763523853	5.02871285372712	4.6215560999546	4.95014170287583	4.62419478812548	4.80968374263909	4.85513282051465	4.46418273918264	5.16405463904519	4.54099691529844	4.56676872436872	9.69309164273138	9.96183651104165	5.12766346820364	5.44526711570416	7.3988285171405	6.44579087666444	7.21073433544544	5.20487190370191	5.57239223908682	7.06895855299379	5.97399956690833	7.83915023002401	6.69905456763816	8.76609077790736	10.7416479064215	8.30276855441101
"245026_at"	5.32067336924491	5.53173759923191	5.14889958942308	5.19111068937689	5.32595503121578	5.45994122044681	5.64243831855035	5.36140527627352	5.51914187183278	5.4678002744098	7.30196468488171	5.00247943384992	5.56930531344222	7.26571446307891	7.82252732953914	6.42241930583824	6.64410563599629	6.38571510245322	7.25182786019272	6.69654063006198	6.92954272570147	5.60567161421331	6.80439705309364	6.61168145553471	6.14550552412951	7.090497101547	4.98832766734044	6.36459861096592	4.85067813610473	6.09251661244154	11.969799174017	12.0017147474979	7.37732194021238	7.58916375895473	9.57168870741953	9.13399602625058	9.28116335229907	7.81263787015524	8.42567689836902	9.55692023080763	8.172869998907	10.0664651419781	9.48325504034283	10.7109817026303	13.1640850397599	10.5271991443164
"245027_at"	5.14769786048029	5.35386822338141	5.4864625285343	5.31451264049447	5.36017815623851	5.26068021664917	5.30601466625654	5.50786130350972	5.56387463142905	5.10336979263301	5.38831407304308	5.23918920006763	5.6331307994509	5.30124153959881	5.65523936093333	5.01386769475264	5.55433556852352	5.88140917958589	5.87484856580302	5.31864285689545	5.37141732961503	5.25597225679174	5.47683679975279	5.43232101656196	5.53305904871869	6.0020680439697	5.43411316031239	5.61122940735831	5.84676201136194	5.7321329667016	5.87386966563257	6.2892772122945	6.20697683343962	6.34597446648395	5.71380995464187	5.91502148284338	6.716211334203	6.47585487973329	6.21198289324132	5.98595719613923	6.44700465987539	6.12514722945829	5.73800597388819	5.48586694442539	6.6541163876032	6.39763339890033
"245028_at"	7.89002415244866	7.56645260996639	8.42951140162014	7.9833111006408	8.19161080693426	8.02833391330114	8.32848326839584	8.3470676120778	7.77131880241953	8.10252709280723	7.51313064786886	7.86462471770155	7.85941274507917	8.38583770052828	7.56072575225125	7.79745666484019	7.39667771040995	7.52966871036903	7.07492078559538	8.30260288065963	7.37736764313877	8.19354933290464	8.10594991175394	8.30455819971554	7.53590329268117	7.17888472477808	8.54237639938343	8.15027000472281	8.00830414158672	8.09470795726906	7.92434402972643	8.17294758599449	7.53580805091177	7.85338588101867	7.71745905405766	7.8635299063811	7.81271021252683	8.24964785501197	8.23591551370172	8.31483651655758	8.06583370156822	8.20058885000344	8.09492368444433	7.91287687782747	7.66776048857377	7.95745019284346
"245029_at"	4.22886700055593	4.20243363103972	4.47182992407196	4.37944002720773	4.3642841677775	4.12804241364058	4.29337140677659	4.25040717428764	4.30534782789755	4.3808607124815	4.55961086754857	4.48853167064981	4.47612674543146	4.59214945797238	4.28616790236403	4.60943042837975	4.53968083003926	4.17037057018108	4.20524931010736	4.12591725098954	4.58932649372825	4.58932649372825	4.56521799551737	4.28770007151634	4.22432381031984	4.19943962341867	4.48629709431274	4.42296319824155	4.25449170195035	4.56235159943729	7.00573739175119	6.51206614866026	6.78837673351487	7.46898353258229	7.10309424608664	6.6047574938372	7.33691473057126	7.75865684082025	7.77567842273983	6.76229654419515	7.54818087409092	7.896987061199	8.24670375236543	7.65486620240048	6.90163030753132	7.91380663150697
"245030_at"	4.10873610073979	4.05696074019378	4.07916063508893	4.16097410398388	4.40713860141459	4.17944686000503	4.19586991926208	4.17835091806848	4.13107580576051	4.28699314260121	3.96089235930281	4.16523062655896	3.98862075559053	4.08894952571826	4.01203631384454	4.03939736190093	4.13587371220556	4.04181294782474	3.9128795713365	3.93375910365314	4.04033362207863	4.10546912065062	3.95056445982382	3.88738272353939	3.85593294197261	4.01705902360215	3.99960020023151	3.98109399778854	3.91004790862064	3.91967523333708	4.06944086784627	4.02368427512218	4.20641203849058	4.13979362996726	4.02997573651053	4.06162416312791	3.96148652879981	3.88071548873458	3.99897731212374	4.04208887538173	3.970678996771	3.96680270163155	4.02220330242354	3.97917162907454	4.00743916953132	4.10966359472789
"245031_at"	8.82717809647102	8.76210075125121	8.05386403280452	7.6010063852899	8.78990261067295	8.55925275898358	8.38109394317072	8.59649368498549	9.55740004938375	9.28487262377517	7.6669922544383	7.78211704707344	7.52902584681883	8.10984296457791	7.92169338423735	8.51480895264706	7.95134527129963	8.56776886197169	8.03619249526606	8.5626730629051	7.96291528448002	8.27335100747422	7.98415930938274	7.78011909755463	9.15912649265707	8.81567434203597	8.52480320840875	8.44033684500584	8.21655530328162	7.39625074080342	6.00623623480024	6.20048241562573	6.00652155994571	5.81612200534782	6.0309362747999	5.85872578211012	5.78627569793432	5.9218308700806	5.81725229974435	6.13614548302914	6.45121002183744	6.36339450399275	6.13815880287058	6.13139859535346	6.28984820782465	5.62394218891943
"245032_at"	4.36359213379897	4.29690465036427	4.29636530651922	4.30157298592841	4.32923011231292	4.48678118379182	4.37243925771149	4.26271944461499	4.46828815785437	4.16752556187044	4.59349475504987	4.52821345303303	4.40596872096505	4.52555507223594	4.53077598005128	4.32509818137965	4.36002065056018	4.31691529178256	4.35512462195554	4.28576627054364	4.60337736036156	4.5040270222882	4.44162824666759	4.28139206416395	4.29300957781541	4.30977879419906	4.65870192981862	4.45953318049256	4.27173140020806	4.49338644378081	4.6269123897191	4.77092191349081	4.77881740884322	4.65007306233701	5.03816614258426	5.05457316425158	5.07720942184612	5.05416410461068	5.14493056003308	5.35429821243272	5.10766539664429	4.73839388083532	4.9267448172979	5.18329698850994	5.99630060440913	4.78594158038505
"245033_at"	5.80386007128046	6.63627618879799	5.87417632283445	7.75772734560215	5.53312754477406	6.72722442139335	5.91736719458016	6.98745342237282	5.68693796992003	7.36955086354164	6.19097503880487	5.43313495708312	6.00730057399512	5.70037521789845	5.96580576177203	5.8469886622046	6.56037024593625	5.5638047462911	7.50797984625078	5.46858501515355	5.61242959138832	5.65994538123576	5.92147536027476	5.38436558833432	5.38311121488297	6.33842234137734	5.40898510274804	6.21483255028222	5.71602947470164	6.28007526119138	5.46973953584726	5.84880338049015	5.47105939071818	6.03289774050982	5.78824925464729	5.72267028738772	5.80973937472939	6.00971218086921	5.72471101563625	5.49397680532399	5.57652599602317	5.72618309181779	5.62851369583101	5.76323130073142	5.45890845376648	5.59462007131242
"245034_at"	6.25450678918815	7.07691881815423	7.01910173515894	7.80229737253917	6.59012248885453	7.29091446599969	6.45372818107808	7.3655141453482	7.48740473910359	7.80909301871195	6.87143073779637	6.65353390337832	6.8988891045668	6.42492139079148	6.82525590309147	6.72824404828938	7.66883158104927	6.41556793665868	7.5700412375046	6.31919883680537	6.4055245603309	6.39415555310819	6.93383533434768	6.21134995429741	6.31433429708293	7.54602351870053	7.05966689749919	8.41855577512133	6.29461966372174	7.00786056382681	6.31838943998823	5.91648578735151	5.90475429990394	6.06230200498105	6.13171725090887	5.93119958020637	6.09965751181411	6.52896413562468	6.33182128458805	6.37965347567233	6.03599278570561	5.88848141447689	5.83584731992189	5.97631252006259	6.0158363362507	5.86497282015095
"245035_at"	6.47255505101771	9.13717203960507	6.42505551360423	7.69351607506704	6.21085641953454	8.70486720105157	6.07256036604439	8.43496255797868	7.03773233016187	8.12589823192528	9.29594069701746	6.90382701728861	8.95408112494348	6.87673844163687	9.34680514302328	6.87029488301738	9.19531773934487	6.20877366315352	9.07913409804583	6.43439185518396	8.64877186404124	7.11258065968565	8.95158472853987	6.96802602164971	6.50519606711431	8.74693957578227	6.58035905465018	9.45377852013617	6.90121715826996	9.45936970390478	7.39828464493967	8.05605416246671	7.50262257647739	8.24794375119689	7.56678526509447	7.87955251343689	7.48038335294149	7.70174602336523	7.84701318903002	8.20674366450767	7.00014735176896	7.24579077135586	7.21654554181524	7.5315912685519	7.46477448894759	8.20943464535987
"245036_at"	5.43295812449023	4.42461182713887	4.64274420335523	4.53449084776091	4.85849801006534	4.76908263913421	4.9696153510116	4.36556949773663	4.78313087531925	4.66783916028511	5.34026242451503	4.82259152917923	4.59501117455515	5.13815757861987	4.75328940749592	4.93994461205049	4.89828735742798	5.14470774601031	5.13241715957431	4.85715755665882	4.5724268754656	4.94179589430528	4.88683357555589	5.04687676734775	6.28371627319804	5.49618503318101	4.63805623023126	4.47985942718333	4.55328712306188	4.7335528685216	4.31134055293713	4.13064205807668	4.22817393547	4.00388369028594	4.28695840901159	4.27744204683084	4.29223364877646	3.97577716626588	4.23441143466844	4.27436804168482	4.12149008251675	4.4514212532931	4.24280951668618	4.03109354593319	4.19064027508257	4.03826912657058
"245037_at"	4.79464508038337	5.41913258942236	5.13319564283823	5.24373881111252	5.23907317836441	5.9592537988623	6.45528004883338	5.93619282879543	5.36885156018645	5.31059260152101	5.25099532860191	4.74721602041296	5.02081866136013	5.1565112130851	4.78258942714911	5.0606085959722	5.12295403922715	4.8851016514203	4.87599211812377	4.99669149986874	4.96736719251974	4.92852445390039	5.07875664060176	5.06382192415649	5.54456185993641	5.240857616037	5.61789783669001	6.23379173821335	4.67901531637692	4.81125230521037	4.32908642817154	4.62437200443035	4.65746220320054	4.66949093161355	4.43330422315248	4.8000633546723	4.67407598590287	4.70606309586559	4.87393816383612	4.78795208734634	4.44595375691067	4.58115527874363	4.69936881197331	4.61476458522168	4.37252422151505	4.70879642373437
"245038_at"	4.99343738085587	5.28404826841044	5.3625342855113	5.347071875379	5.43622748567628	5.84045241381905	5.16855581662341	5.38245277299459	5.40600777227544	5.29649987901237	5.29439896163176	4.91556961819514	5.18016940803247	4.95491235464812	5.09998258894402	5.05439958717466	5.04091775958286	5.0216456122314	5.11699483416	4.76390253860335	5.32288026864178	4.93549155534879	4.90255650182267	5.04207231607341	5.20804454078112	5.30044379469907	4.88993964958356	4.85657569115556	5.01497357741831	5.0460027021651	7.43615408116359	7.2199524398319	7.28181650476711	6.84260880603917	7.48224327671966	6.29938271352066	7.35743228919641	6.70054605162333	5.30717943114473	5.34428740874777	5.48764845547346	7.3937216542666	8.56878080452276	6.67621950205744	5.46800374037841	5.16073229352213
"245039_at"	9.56631516482921	9.6763370441686	9.24688939264101	9.52437133182397	9.13369954212033	9.22586007364891	9.41672168300656	8.98951880595882	9.12864178080029	9.49983129751658	8.8846093752492	8.93550332525147	8.83930560345483	9.06388574747407	9.17651804464018	8.57427330283848	8.89154004715288	9.02450789044384	9.04732800558543	9.27288175987277	8.89665048402046	10.112900922834	9.81212261768873	9.43282265459109	8.77121481540942	9.08112241419047	9.35626130559022	9.95351758505592	9.22374867240844	9.09325080441391	7.78648840520775	7.93628641952591	8.29924182738131	8.01420473741387	8.38247743894056	8.14461188288445	8.3055260391135	7.53985730692174	10.782289973395	10.4141918208723	8.50793129396333	8.5287235777083	8.30628362733606	7.87323157095561	7.90931178708163	7.63858732576093
"245040_at"	6.45406770959048	6.17848137977267	6.01642811179638	5.81772950883249	6.15756843126228	5.82146828600541	6.05500600359735	5.95579794451759	5.84511777258256	6.19068900491455	5.80655250874701	5.42847293411063	5.76584389500609	6.02482638730634	6.04586761768417	5.75253431744016	5.87342121945973	5.21970566237787	5.45408874182124	5.43930503385381	5.76788273334335	5.78463468542503	5.58324023678984	5.51646418290409	5.4310895073765	5.36494505021863	5.61410914419965	5.24749806102289	5.56099073078324	5.50358493200282	6.03060721083683	6.08995284664575	5.86720228124599	5.56543358696047	6.27976198304303	5.95564140679939	5.76770431641487	5.75230857996346	6.3884984401675	6.09911710336159	5.72062168505254	5.44041401716651	5.79021642489441	5.67143241088829	5.5911087062958	5.67587769828449
"245041_at"	7.100005682069	9.94165484308071	6.27288472396159	9.97163404389456	7.13252658802619	9.88433828412451	6.90819925845867	9.97582175881386	6.94250445813871	9.4899789380018	8.91581051708422	5.82591978370829	6.32276512652137	5.61328461879042	8.02434429746434	5.58847307357517	8.78063193095821	6.01614466565168	9.44891751675976	5.91425582732067	6.60075645399721	6.22687510545175	8.64873747258975	5.71908481844166	6.2674596077113	9.23613443535214	8.27502847069876	10.3106885146072	5.50865861853199	8.29417321880758	5.80981426013376	6.34726423742692	6.15297327771041	6.76371619026235	6.62031044155113	6.66262519126103	6.28564351269363	6.67567265638744	8.41002238121761	8.94058544750657	7.05667025026337	6.6658931392849	7.40553440994023	7.93532671610491	5.8956544300169	7.52044934217141
"245042_at"	6.45586939022621	7.34319676231901	7.16647298380182	7.63764372687362	6.45956300600015	6.84353674160853	6.86688872421788	7.41106602773812	7.22094125927973	7.37729412603303	6.35411110135704	6.13690589587189	6.30495001515834	6.23427815351838	6.9061169031066	6.4019584484464	7.14489878960218	6.21970714185	6.77638421660381	6.21226933652457	6.70057220643908	6.21483280746292	6.7380796946914	5.82626865707277	6.09459892482609	7.02031804070249	6.13958764980097	6.67996997689255	5.93283077384746	6.79895569841823	7.54740566872795	7.44787993403347	7.51618604425359	7.49970826226222	7.10745241378253	7.53420766100755	8.07684202049915	8.2751052837972	7.6354870248192	7.49762141164587	7.34637158153589	6.71840372319639	6.72883838134832	6.87972531085682	7.26206136051758	7.76323677345249
"245043_at"	7.92920688054632	8.39924506355036	7.35329536807555	8.09885827133321	8.16580150471113	8.89353118699799	8.34699433265236	8.43997436987662	8.30032630787743	8.54987387156881	7.89651099583461	7.56254149102371	7.22119097260749	7.81855980152112	7.76124249334305	7.53601276006184	7.62398947575788	7.8378852209879	7.77672527154809	7.99558698210405	7.75288907017836	7.65555081459089	7.31955416674365	7.91537963665587	7.76640908973535	7.9238209002286	7.45713134012158	7.51183586125747	7.97313055135489	6.93369006833977	7.81139776150941	7.41006043927687	7.22345064581465	7.25403132512145	7.57529381717349	7.38055454781976	7.31531545467231	6.8917384024638	7.35022233136208	7.50096965114147	7.38750317238792	8.28748642903991	8.06294549252658	7.92026426706026	7.63523505872488	7.53894526331848
"245044_at"	5.47718233488324	5.00853016323704	5.28436517737677	4.78381487849394	5.01438854208373	5.19823920843783	5.11371135908988	5.15851857816124	5.1638562448335	5.10448001423008	6.00631701290813	7.22028107713761	6.99593085857341	6.49844563798348	6.01690893458285	7.22870816147418	7.25014650547674	6.85306509782036	5.86727692721922	7.76685263736708	7.07309859496867	6.08863577977009	5.84323896279199	7.01508337176159	6.4083289644786	5.69394970071108	6.95900946125202	5.79491502613796	6.10868416881785	5.8543737711672	13.0966202888005	13.0891876203044	13.2387500586523	13.305937366482	12.7009380612725	13.1734742814656	13.4617908335103	13.6757668120454	12.3211167446125	11.8572551034285	13.1777834433423	11.6087721563691	12.0178884712898	11.9409395518122	13.3217333370745	13.2961631343914
"245045_at"	10.2648434745711	10.4192443811161	10.5457053651077	10.3253649733265	10.6308063859582	10.2350102076492	10.7003173658581	10.007394749584	10.0149642620573	10.0546895841329	10.4101265981439	10.6122725696869	10.7559818706514	10.5635917158016	10.8009174807915	10.5125043113283	10.7837529631999	10.5386916155096	10.8633565036848	10.3376298934244	10.6181130849561	10.6213462982979	10.463895446178	10.3640775883987	10.3577790880481	10.4902953408445	10.4535529062391	10.3598903111774	10.4992885564877	10.7835907476486	9.5141174560096	9.94023544009975	9.94915406977799	9.93755583132968	10.1812504965299	10.2012109899184	10.1612134216703	10.3214740557039	10.2858856596322	9.94429231152029	10.4494014155626	10.1739865452552	10.2741305112522	10.2357778248635	9.82886187296963	10.1989241661318
"245046_at"	11.3657669456225	11.3789091109103	10.7072920663638	10.8788322079112	11.1587334953041	11.0351927760195	11.18285804011	10.5986924490895	11.4433695655732	11.0524463695711	10.6413947038147	10.3991168607404	10.1942717257615	10.7142151097261	10.4661903963457	10.6716155107302	10.4078665999535	10.5608573508351	10.7600319224778	10.3581955965954	10.3939978665819	10.5030682252126	10.1696317734789	11.1098122386725	11.025967042732	10.7367507584865	11.7140044775099	11.362195310376	10.5037673202797	10.6887702330955	10.091811736417	10.3403959202196	9.50160619244326	9.50741836910902	9.57201132899228	9.75257888114051	9.99277693212504	9.8425397288664	8.94765171453018	8.79415847864752	10.0563276708318	10.0554147480722	10.1570331451727	10.1344865628436	9.87405558807829	9.81196914021227
"245047_at"	5.72604534031965	5.99630655489928	5.73786943740023	5.60462465637122	5.64114650019695	5.76902026568717	5.84636778263431	5.56302154427398	5.7860973296137	6.65860477095297	6.96176350268633	5.59184246469112	5.33136152922913	6.05546582923103	6.80653150772736	5.66628762456585	6.44539966246385	5.2744390826887	6.96753608770035	5.40571067213579	6.11329207733032	5.55030358616412	5.83033389175809	5.8658714298977	5.56962413322346	5.54175357164352	5.1528459460369	5.63911334968918	5.21258671789003	5.67625878511866	12.0276328619579	12.41777410204	9.26340950143223	9.2169426765701	10.6168691070192	10.1522932816807	9.77767982928748	9.34579059235323	9.52922557484791	10.7749126407923	9.70800127082898	10.7235845955832	10.1706927216884	11.378921725522	11.7936434384844	11.7899963291869
"245048_at"	4.63567160231467	4.90597310540005	5.34719477558031	5.05778017203194	4.81975313543179	5.11614865942343	5.03544643809865	5.09168864884102	4.48770750526393	4.93657055792072	9.63112484528485	7.65030166822384	7.48301256751682	9.80912528112312	10.325277481767	9.47139252225119	10.5934246640569	8.2899575330207	9.35763579081461	9.29864466959596	9.45869293880994	8.47259273870661	8.98468540377173	9.04432950133275	9.43353082992685	10.1053915021596	6.8757135332016	8.75241580812395	6.09253791600871	7.65346130933344	12.41611173108	12.385355096804	10.2048366931914	10.1186978538929	11.0606411046559	11.0896070270751	10.8790887116823	10.3592191954056	10.6631574737741	11.351190154816	10.7885438373662	12.3576026824576	11.6222436438872	12.1609486377776	12.9739237731102	12.7016721726156
"245049_at"	3.99788096300393	4.29253680722724	4.24923655857553	4.17414667073993	4.11954703719216	4.1667447606098	4.15879938984647	4.13927000892834	4.35653649497758	4.20995694282802	4.38500206197262	4.22752117830999	4.07867558343172	4.58519449201605	5.94412633389361	4.24103992382369	4.45426985869552	4.50044605679574	4.43742065116378	4.4466245858623	4.39559092041645	4.16113379821113	4.28605678030509	4.43673644315619	4.26026165962903	4.49780298657274	4.27974524883011	4.26801169757981	4.13848216086134	4.29034107065562	8.18475525328721	7.21641335292315	4.32951029882153	4.28514465429681	5.10150273574524	4.52329561143084	4.75706478510533	4.6013169418944	4.53353142433004	4.74697844778387	4.50639539172473	7.10436069189529	5.14499663365559	5.65764773325678	9.20176598277251	7.24566721434769
"245050_at"	4.57378489678628	4.59198879931194	4.66239253743157	4.67583832213342	5.25634418929065	5.20069336296068	4.65128943343811	4.63123458747619	4.9955613978707	4.56373144762444	6.73030650867164	5.43554028748842	5.5041231775454	6.63986476921627	7.41069461554511	6.3025871081257	6.43128676049623	6.63311483967368	7.19051180872542	6.82195313307493	7.06366091698154	6.6812774069012	6.97390857763743	6.43626909158787	7.94317041937907	7.23038217659155	5.72328067537074	5.96486474939167	4.85527664841276	5.2305708149399	12.4691268583446	12.5597063826882	9.42018419533211	9.56073538681952	10.4703275080168	10.3162387065588	10.3706914026193	9.65814746209707	11.1753045568819	10.0619736620678	10.8680902989904	9.67395447859994	11.152725665851	11.3043970545397	12.3031279374999	12.4641423536367
"245051_at"	9.01426654688267	10.0818189273833	8.91972742176802	9.78513855843892	9.85563456093022	9.45823382005026	8.44774646459912	9.85762671514062	10.14041051345	9.93146853651488	9.32234137932469	8.99244682999376	9.71246258631852	9.09895898566157	9.06985681332403	8.58143574330552	9.50472834527178	8.7824431633499	8.88193926528109	8.87342974671234	9.70698781927987	8.94364336312757	9.34701814503122	8.63971884710705	8.75306033622397	9.6201573710571	9.82363195127673	9.49520780938505	8.59636383974113	9.20031433205728	9.32900789808606	9.22895612224059	9.5848156087993	9.62475335171896	9.18423403477131	9.23966410046453	9.07822522725211	9.11905961059532	9.09429978091181	8.98893722077078	9.56368789144435	9.08759097448024	9.53838176547068	10.0402048713607	9.15341524791145	9.57548896534753
"245052_at"	5.7591235944073	5.89410145919354	5.34454928580856	5.2245853363367	5.68398666406332	5.91386202961038	5.70865462107822	5.5734084546936	5.37817487089937	5.68921290612465	5.61062261623733	5.27312461862237	5.37863706690389	5.90407713319103	5.77880109385526	5.48277428753019	5.58021606706601	5.587329160466	5.53763351649737	5.4798006941358	5.83842286589397	5.18654272028891	5.6848708691486	5.23665021864425	5.48533986068732	5.47853560158993	5.34437700413961	6.05044496151478	5.07312841355422	5.2155399214226	8.17023260493477	6.99503667233709	7.73475380611388	6.72199835769209	7.01803062647535	6.70474260148798	7.41928935003867	6.69834548917575	6.00173157642914	5.6124091453553	6.41222913047807	7.1516081519198	7.88967957289488	6.62142057084633	7.12139883379613	6.91848772812425
"245053_at"	4.59593240402441	5.07488946805136	5.19627972145117	4.99580306818381	4.81583795421693	4.75799086996384	4.93891558494174	5.16513725340722	5.12623372057583	4.66881655019656	5.31161345857369	4.81746861826652	5.22652949128824	5.33941974330802	5.22847785073248	5.3360388682047	5.17117236504043	4.89365474762696	4.7197129623382	4.92648744628975	5.03314777345255	5.36106054121085	5.13453405629512	4.89628280316311	4.83114723896468	4.88016167630819	5.10036791906059	5.53718941004059	5.14493266889973	5.19053642217646	5.72924759448789	5.50865427344915	5.20861503166987	5.28716926267529	5.70109782930801	5.40200217955406	5.64132180959001	5.96131937068257	5.47085959019764	5.58969126006516	5.28938409220273	5.17782961274273	5.30522840042995	5.56932954952956	5.05456800640923	5.17117236504043
"245054_at"	9.45640269699933	9.69323392695873	9.34200779137414	10.1723004704496	9.71221858280592	9.48598202843693	9.42165119865467	9.67904110673598	9.7992127728143	8.51050251465952	8.024961116216	8.57165771999603	8.6238929684886	8.57254877879841	8.99488005726469	8.6729649861876	8.82553315045981	8.47224107701791	8.92136122598564	8.66071027952392	8.35093526516311	8.42180382161424	8.622864253978	8.83547305509474	8.41277376027625	8.50935264995519	8.62173408943518	9.07612346339828	8.57555878927086	9.09634330912225	7.98380811564926	7.74676443433353	7.89683505905653	7.80117525471334	7.82179952003526	7.90670264471848	7.83954781318121	7.99306103621997	7.83726709201393	8.12257610163199	7.71537277206595	8.31195564940907	8.307573932221	8.02086672721889	7.59864039758905	7.72864978508894
"245055_at"	4.46293520568766	4.83656713063672	4.94016828417769	5.15500992422085	5.7348347592892	5.43660682784163	4.82517094494155	4.82089767407001	5.67868202358632	4.96013620158182	5.73321310266727	5.65965812434342	5.58890583707901	5.54082435662613	6.38508829935909	5.87760094068159	6.03988303212556	6.3694323333966	6.13166113657926	6.08446602605535	5.93574250541015	6.45689592812291	6.56827022463826	6.07571000211728	6.35932428521559	6.58164587422526	5.60561139485933	5.85227739842496	5.57932089674549	5.96216110405759	5.88416299026554	5.33625270360441	5.0376439458303	5.54146436966401	5.33157297544843	5.36985909578609	5.12157971176425	5.12360218779382	6.28386519865441	6.21422889492314	5.91144148165564	5.44897891904633	5.28873585960356	6.23471810337335	6.52294034813648	6.55124741893474
"245056_at"	7.18526849790056	6.52098717224993	6.21135322533943	6.48298296418376	6.2803274866266	7.06233193580806	7.60150554074433	6.72026785795963	8.44132273554415	7.01341683802982	7.16607890274894	6.14808053529981	6.69979509850281	7.27509796782207	7.03279305194344	7.32919675175776	6.8096578766721	7.09678800381416	6.91752034281153	7.00080796256598	7.04101866202986	6.80328651341875	7.20637410082765	6.36690186524886	7.80817604262137	7.34289311337289	7.57251056159345	7.58699599404418	6.0326308013292	6.2109703133913	5.85043049829073	5.69876766038643	5.66329543563247	6.0139823437921	5.76387804570757	5.76029651457639	6.03971128907694	6.57564267239515	5.40650473827282	5.82555475266056	5.42834259795669	5.49493818763881	5.97002594778877	5.56829154010286	5.24936108991809	5.81936004758199
