"S1__con1"	"S2__con1"	"S3__con1"	"S4__con1"	"S5__con1"	"S1__con2"	"S2__con2"	"S3__con2"	"S3__con3"	"S4__con3"	"S5__con3"	"S1__con4"	"S2__con4"	"S5__con4"	"S1__con5"	"S2__con5"	"S3__con5"	"S4__con5"	"S5__con5"	"S1__con6"	"S2__con6"	"S3__con6"	"S4__con6"	"S5__con6"	"S2__con7"	"S3__con7"	"S4__con7"	"S5__con7"	"S1__con8"	"S2__con8"	"S3__con8"	"S4__con8"	"S5__con8"	"S1__con9"	"S2__con9"	"S3__con9"	"S4__con9"	"S5__con9"	"S1__con10"	"S2__con10"	"S3__con10"	"S4__con10"	"S5__con10"	"S1__con11"	"S2__con11"	"S3__con11"
"244921_s_at"	4.90754674037829	5.21912413703378	5.07769502648963	5.1005769228801	5.01098492533603	5.03449706747443	5.5863499658307	4.82578801160155	4.994530887935	4.99638613749529	6.30754084577229	4.91406095600075	5.1524498733427	5.72371596611042	6.50591190252277	5.77221307403518	5.7650109303224	5.16163268111172	5.33520355081257	5.61828684347633	6.34542325583493	5.19234923915117	5.66388157903464	5.40258858811194	5.15097147415729	5.14598095113026	5.20602411287101	5.26091462241504	4.69586086025955	5.39655853846414	6.63010014685221	6.74742085148438	5.26507754485922	5.14415540470549	5.69075319389884	5.23800745473333	5.45590142618089	5.24966878727247	5.53486920306625	5.61282692241008	5.30313539800841	5.14443079152812	5.25346941788368	5.43473951098087	6.47039882391682	5.81572105842083
"244922_s_at"	4.5893256053668	4.45150147274721	4.57960748835086	4.4692021211089	4.20284493370189	4.36466422190419	4.43700537454768	4.41108042561236	4.37673626497569	4.28692588917983	4.62824056901498	4.31723121328921	4.66331047479816	4.66095499851144	4.93618466129926	4.58154406725445	5.00435943043025	4.43684417712624	4.68490630873956	4.52037110859889	4.37668921317789	4.41547013778519	4.50930808151822	4.28927767358329	4.51308575443964	4.74825405034952	4.24864241140458	4.65834727270542	4.13399185265914	4.72341674912569	5.36665928482549	5.32534115159553	4.46112412413716	4.63203783663128	4.74810316631897	4.51809065973878	4.61283672271144	4.63802829367977	4.66279886147688	4.78224333306885	4.43526545948363	4.53337052218425	4.50145364829765	4.54697802988288	4.74538507792272	4.69755621257095
"244923_s_at"	5.89846282333388	5.62321004280297	5.81623314413047	5.90620117158406	5.59734830691001	5.61002182332764	5.46468343465972	5.60906271426053	5.66564750482818	5.71514469949924	5.68914356121147	5.57502559185756	5.54541263842849	5.47501378061142	6.01201011506685	5.73060473477098	5.81879311088569	5.31198333813769	5.46360510530462	5.55471952774609	5.83150804631878	5.42318047469364	5.52425602753885	5.38483235201889	5.00953142955206	5.58089838390015	5.28939660165958	5.47388848773673	5.15947041537346	5.55335605426964	5.82959175292229	5.70277361037325	5.64800427825927	5.52303303449881	5.71323192370239	5.81780951440621	5.61788309189139	6.06937607827124	5.58964090191272	5.81445305718024	5.49948964961045	5.52787007106047	5.61098731750074	5.59130038192035	5.8093205479953	5.83723073783008
"244924_at"	5.66081323208935	5.70043079962751	5.36406681336055	5.33844330435914	5.67655076138882	5.85543095897286	5.30146426706036	5.22917349239488	5.67336406607294	5.29746050162223	6.26665389492106	5.50589243954054	5.41178391825589	6.38476574881816	6.69447238198637	5.74241439976815	6.48205025247963	5.21317794743266	5.61663133125162	5.86446912892851	5.6854656371734	5.4365156560321	5.55959052117019	5.15137238052544	5.15744653071865	5.52661185103045	4.90773961614626	5.50072786324027	5.20775976255239	5.26161482039938	6.846078508345	6.55652345429499	5.61468267066601	5.52290682653153	5.63169127095465	5.5553481027909	5.94601334860759	6.12327326578683	5.51353026439031	5.54492543237328	5.08586884159894	5.40733960238855	5.4493823177839	5.78500404891697	5.59709135553576	5.65748614628548
"244925_at"	4.77290781291608	4.49689209254997	4.85296264726813	5.10719173886257	4.70663506107976	4.79746461025853	4.46278033527806	4.74065934276785	4.42538032376711	4.63385837247513	4.8071136767278	4.8330169566625	4.87035467206041	4.77870205657461	4.68290886391128	4.99899608086565	4.71229506355676	4.7908668844731	4.91478817536128	4.59464293243782	4.92071580933256	4.76627517440174	4.89474610911302	4.79513580199844	4.73415481202082	4.8382358374454	4.72904169790074	4.89183642250705	4.84410863444548	4.52884615765232	5.00185800422659	5.05537833434007	4.93441579494772	4.92806931302542	4.83134850639823	4.85168567088658	5.14258616591053	5.39728211535523	5.23703494331056	4.91942904115565	4.85066518055971	4.73305411043497	5.04749722829861	4.80728309777634	5.11461464488889	5.23153521686669
"244926_s_at"	4.99114964518575	5.13014108857247	4.81674858892151	4.83562228432885	5.38576909704932	4.79452597396478	4.74763646903962	4.98619402750528	5.06341574304102	4.69746118898465	5.31665560936525	4.59708599674525	4.75936625431934	4.81580573495917	5.15583901967465	4.91735796193554	5.36440790774048	4.65926898748844	4.88427879609821	4.63434634928473	4.8110052773488	4.59560015111171	4.70243354390315	4.64853243452377	4.8548056252531	4.9276555008137	4.88327983935486	4.76373072547718	4.68802155097878	4.7438684805593	4.96108669251085	4.81544111105545	4.85959585055638	4.80158334333454	4.89878798693338	4.99105851953726	4.9235238700903	4.77550615062486	4.85011204193597	4.6692676089577	4.66196826971764	4.97866763312437	4.77927721804568	5.17517769272856	5.19921415843256	4.9921086700005
"244927_at"	5.27190043604781	5.71649442256405	5.49221419436316	5.09697265679257	5.22815993037618	5.17265022993678	5.28644485850551	5.24425290613304	5.30666638678414	5.15810320356462	5.18410533632492	4.65221713197995	5.07657359429655	5.09460439503157	5.18742281470422	4.92021165718916	5.1976312388691	4.74288382475683	4.80569142967713	4.90919308586578	5.18229438316731	4.79561114884372	4.80939830170754	4.56525893840738	4.58461626009366	4.53395160755565	4.72454919885226	5.11586764312378	4.72571487158541	4.92851199706076	5.11183118831829	5.30231188170577	5.17168454171349	4.87815648906227	5.06140540623269	4.82629075438284	5.16550434509176	5.10603022799222	4.74070511666056	5.04742943067857	4.69788081982369	4.72417365249099	4.77455153446446	5.04129978647508	4.65561768465616	4.89277242460299
"244928_s_at"	6.63847298017156	6.48638710931418	7.33130026735344	7.19097739398408	7.31092019457203	7.5404803433799	6.93162455492948	6.63443538705549	6.81761879341398	6.77252524426456	7.74203741639934	6.44597032194905	6.40130440321819	6.83327902729877	7.04884666016699	6.89497629855303	7.37242522601525	6.16509521702936	6.52066571758269	6.73249323312003	6.92179735944953	6.42254658583238	6.54293505466155	6.20896585703666	6.23742653822643	6.27146191096859	6.11666648113234	6.9108157281088	6.03624492498611	7.00775205181915	7.34479021843781	7.63673132926779	6.68099588009968	6.56141287613907	6.88956380662286	6.95083700445699	7.14036941252623	7.06010541344367	6.64239068226204	6.75210498387924	6.34379464862342	6.53446089502626	6.54333885717794	6.85933133061301	7.9861534181076	6.6118056511384
"244929_at"	6.46445315288929	5.83432656153411	6.45097909003016	5.84373480616247	6.46140509997715	8.07156325383853	7.8186825569242	6.50757488506781	5.90873798569109	6.62835970875464	9.22429135527086	6.79685380111289	6.9051002942976	8.45662871102869	9.93782087778097	8.6594078804914	9.62195916208982	7.54415212757455	7.48623256963278	9.03241152813655	8.83849217176914	7.71025345709881	8.00079139386333	7.87996792683129	8.30326802731346	8.47360999183433	6.85992069873903	7.53008784720054	6.38759828448233	6.9655553849933	9.60342256440341	8.60476033877518	6.76366398616467	6.67183320458266	7.6852136700778	7.68605587356437	7.11249289316194	6.61822899836639	7.24574271663799	8.03411935663119	6.82980001580108	7.51228988119063	7.48472485307277	8.80701832668655	10.6744094724461	10.2906133863508
"244930_at"	4.58802211949948	4.40530936162034	4.65676798325252	4.40214215804486	4.41488703614159	4.20504164523886	4.30341531453848	4.35359679950169	4.45160035443228	4.43855063386526	4.28672951047358	4.34538412631521	4.34471931482057	4.41852662703857	4.27934809567208	4.39990360841872	4.42603240423598	4.40005781828352	4.29679674508914	4.38359311667516	4.40537089162376	4.37497811567637	4.31855932346985	4.2331635794189	4.2235278344621	4.2139033258528	4.2057415312314	4.23148202651044	4.39199209859233	4.31948604745171	4.62457317296515	4.6858295522835	4.46177049317838	4.3288683925049	4.66984055747669	4.38330452644801	4.48909902135264	4.43035132002911	4.18089118132353	4.66693723157814	4.27486975258887	4.43811738449798	4.33680185788961	4.3561432022507	4.38637136121731	4.4665142099633
"244931_at"	4.49491486576876	4.5739041517069	4.54751829165385	4.65576185947417	4.5864817694549	4.62977516312335	4.52707296648099	4.56846694812742	4.43503496722126	4.5078498498582	4.96366944756464	4.11891096757654	4.53889271073165	4.68631961400552	4.93026904139733	4.52283807202516	4.67573219152825	4.25187976393392	4.73706186631643	4.89027026312978	4.55022243708319	4.4535952472221	4.60887602459879	4.38584092684237	4.40834050183213	4.62007786051288	4.32106823508985	4.3466137187344	4.29211598290511	4.47119332299825	4.9804991639518	5.15210827378837	4.54488922482052	4.45798505952626	4.67108520847612	4.46291716761988	4.57771670800786	4.64400053963316	4.41783395130829	4.36674651149067	4.22461530023821	4.3492228404816	4.35764682017953	4.48672987091611	4.70341728939623	4.71854866576981
"244932_at"	4.54761719386873	4.51197280564001	4.55083342181373	4.42240675463917	4.44713526830222	4.69327258542607	4.55816172208646	4.40006983662526	4.57098761918773	4.61350391452861	4.7684380425529	4.5626868795724	4.5531187616868	5.18036185179749	4.98064357631986	4.98083723324218	4.77691894235344	4.6078646050347	4.87019888842147	4.46824351824472	4.65113207580435	4.77844151656358	5.09546011045308	4.76678336680879	4.49739761913233	4.80962535025039	4.63148489140222	4.54746924476801	4.33309678486015	4.79787971378702	7.42581711750243	8.23300645163732	4.62753704306047	4.70636748459671	5.56681478110607	5.15766562933879	4.71640390733797	4.70674318442939	5.14603775322104	5.44669889781235	4.72029384389104	5.32156124467682	5.5398853010153	5.77500963875637	8.18652275663321	8.57730166159869
"244933_at"	4.4072655213686	4.31242729337381	4.32947642047006	4.10949249884844	4.08205413750659	4.51279488102361	4.40301157061963	4.31201828425707	4.27658965906901	4.55426369776431	4.82971940120992	4.2889846617449	4.27120531262361	5.2619522800902	5.30416257993731	4.51911265819082	4.76805241819708	4.45340550524296	4.56409618040701	4.74116103726215	4.86837597973987	4.33437703572295	4.53108447060573	4.76456844454145	4.29906985102287	4.77585610211148	4.30286161572384	4.14621599669105	3.95627919070626	4.66377010565756	8.71706993230321	9.42466614135536	4.79668682040688	4.57549066354916	5.732411828816	5.3464079046343	4.9409575441827	4.68064897713148	4.90459678450779	5.63194491625505	4.80745581956428	7.12749419460462	5.31122649525248	6.18737650706587	10.643914110462	9.26202531373557
"244934_at"	6.1732353948352	6.05046463615135	6.08674831121297	6.02670895042365	5.99206583908501	5.78378901209428	5.39560805105597	5.67855680034829	6.17271124695415	5.85825078426422	6.1210399160927	5.7373290046998	5.97330548303808	6.60098200198964	6.15727066345182	6.05740963724113	6.17819379708615	5.4674167783737	6.08336050906498	5.74566085280887	5.69691272756298	5.60450164237717	6.1373218587238	5.77740839092855	5.37456905959686	5.60851442085143	5.45822529193198	5.48689892596398	5.38344220104876	5.57147792297403	9.2591291702935	9.36180281929179	6.42232256262436	6.09943387008324	6.60456994657634	6.65801980130462	6.39371500137527	6.75435106717735	6.24929518225712	6.70119139941256	5.87698156755383	6.59864691653526	6.55723688033647	6.70777543003014	9.96439092959917	8.99975643107
