"brain__DBA.2J"	"colon__DBA.2J"	"heart__DBA.2J"	"kidney__DBA.2J"	"liver__DBA.2J"	"lung__DBA.2J"	"skeletal.muscle__DBA.2J"	"spleen__DBA.2J"	"testis__DBA.2J"	"brain__C57BL.6"	"colon__C57BL.6"	"kidney__C57BL.6"	"liver__C57BL.6"	"lung__C57BL.6"	"skeletal.muscle__C57BL.6"	"spleen__C57BL.6"	"testis__C57BL.6"	"brain__CD1"	"colon__CD1"	"heart__CD1"	"kidney__CD1"	"liver__CD1"	"lung__CD1"	"skeletal.muscle__CD1"	"spleen__CD1"	"testis__CD1"
"ENSMUSG00000031233"	0	0	0	0	0	0	0	1.32025478249252	14.2765667006827	0	0	0	0	0	5.1154565983301	0.485642932241303	14.2932542755597	0	0	0	6.25675121889157	0	0	3.05267571780628	1.07994029193935	14.3467114972458
"ENSMUSG00000031492"	7.71757537164019	0	0	0	0	0	0	0	5.09051299377289	5.02329802547082	0	0.643829802282914	0	0	0	1.13791605988997	5.24037498995736	6.18726844711298	0	0	0	0	0	0	0	4.56662597353489
"ENSMUSG00000031991"	2.49582207970532	0	0	0	0	0	1.11459884045203	0	12.9981006091752	3.04859683779789	0	0	0	0	4.89135066166137	0	12.7520601070528	3.11200400614133	0	0	5.48191199653012	0	0	4.73016331178124	0	13.1775931562519
"ENSMUSG00000032310"	0	7.27270471289762	0	1.09801109946042	14.9438131048057	0	1.73582359978903	0	1.82537731996965	0	4.28481116597807	0.643829802282914	15.7383194043721	1.18082904272281	0	0.485642932241303	3.24681461106781	0	0	0	0	15.2813497449793	0	0	0.455561264753473	2.73859991379456
"ENSMUSG00000032368"	9.16099065272646	0	0	0	0	0	2.9985723657275	0	1.18396183347295	8.9303755161318	0	0	0	0	5.48030820358738	0	2.57387378694691	7.09903977035553	0	0	0	0	0	3.578484864851	0	2.73859991379456
"ENSMUSG00000032758"	0	0.725747767348539	0	19.1062882881642	0	0	0	0.458671262680057	1.18396183347295	0	0	18.8093015443918	0	0	4.1051448451334	0	0	0	2.35908747507813	0	18.4146176868163	0	0	5.89190406306384	0	0
"ENSMUSG00000033898"	0	7.42316405817702	0	0	12.6331078719359	0	0	0	3.21225644858017	0	2.84076619297648	1.08742403594832	12.8878467385085	0	0	0	0	0	2.84713227596894	0	0	10.9942752927525	0	0	0	0
"ENSMUSG00000034456"	0.733725728375619	0	0	8.90532420086252	13.940159751405	0	0	0	0.71017205295216	0	0	9.48248269423491	14.5205929458585	0	0	0	0	1.33866141371265	0	0	9.71606237430004	14.4275163793261	0.456085010190152	0	0.455561264753473	0
"ENSMUSG00000034623"	0	0	2.48716741787495	0	0	0	4.29613186345335	0	11.1084703964714	0	0	0	0	0	6.44353655168498	0	11.4711512386101	0	0	0	4.07789510491118	0	0.456085010190152	0	0	11.5772510478019
"ENSMUSG00000034701"	8.10565819078255	6.25138055852704	0	0	1.15241224816722	0	0	0	1.18396183347295	7.84784420809139	5.56163260378707	0	0	0	0	0	0	8.44976654556369	5.47150625915148	0	0	0	0	0	0	1.53177204993539
"ENSMUSG00000034913"	0	0	2.48716741787495	0	0	0	0	0	13.7823486179384	0	0	0	0	0	4.55115386133952	0	13.9050948705053	0	0	0	6.21878690212874	0	0	4.73016331178124	0	14.0767328867082
"ENSMUSG00000035811"	0	11.6683316673615	0	0	14.0618242819234	0	0	0	0	0	10.5702608797626	0	13.1138160315918	0	0	0	2.57387378694691	0	10.4071140115615	0	1.57819191466057	13.1861078853024	0	0	0	1.53177204993539
"ENSMUSG00000035923"	0	0	0	0.651037389025403	0	0	11.7080270382172	0	5.14339168068858	0.570402575211101	0	0	0	0	11.3680540437656	0	5.36947359470286	0	1.61599473711853	0	0	0	0.456085010190152	11.1786364773538	0	5.13115065974487
"ENSMUSG00000036500"	0	16.7031757618162	0	0	5.28201081948925	1.09722271868196	0	0.806159896991477	5.40394761786646	0	14.0031986917661	0	0	0	0	0	5.12807468297848	0	15.8051745790881	0	0	0	0	0	0	6.14938304659019
"ENSMUSG00000036938"	0	6.64920086683422	0	0	0	0	0	0	5.03562217565114	0	15.0924695592337	0	0	1.18082904272281	0	3.90759641902932	5.36947359470286	0	15.9636029864195	0	0	0	0	0	6.02763405992597	5.53585964232568
"ENSMUSG00000037086"	0	0	0	0	0	0	3.19494360846324	0	7.23931988120451	6.03335113943203	0	0.643829802282914	0	0	1.80479308530922	0	6.81788176768922	4.48596234300918	0	0	0	0	0	0	0	6.63449453726805
"ENSMUSG00000037145"	0	14.5410733966889	6.46806921694139	0.651037389025403	3.05954828092233	0	0	0	0.71017205295216	0.978104635430993	13.6888882439164	0	0	1.18082904272281	1.16793285501311	0	1.64301046227468	0	14.1828897129687	4.47433361414621	0	0	0	0	0	0
"ENSMUSG00000037335"	0	6.30007157750985	0	0.651037389025403	0	0	0	0	4.65351695321007	0	6.16763990463809	0	0	0	0	0	5.18531725170002	0	7.28440452218113	0	0	0	0	2.21684194459461	0	0
"ENSMUSG00000038048"	7.67140644021437	0	0	0	0	0	0	0	6.86730168046926	8.18964038306204	0	0.643829802282914	0	0	0	0	6.04680761520266	7.33594741964128	0	0	0	0	0	0	0	6.6617012689672
"ENSMUSG00000038246"	0.733725728375619	0.725747767348539	0	0	1.15241224816722	0	0	0	12.0352537034433	0	0	0	2.44707709138889	0	1.80479308530922	0	12.1485828762681	0	2.35908747507813	0	5.48191199653012	1.97741956304552	0	0	0.455561264753473	11.4954993813837
"ENSMUSG00000039198"	0	0	5.40806112835865	0	0	2.14348265648182	0	0	11.1458004713989	0	0	0	0	1.18082904272281	1.80479308530922	0	10.6557030714295	0	0	0	2.7986440323331	0	1.08095937628025	0	0	10.7594966348202
"ENSMUSG00000039335"	0.733725728375619	0	0	0	0	0	1.11459884045203	0	13.2951512580699	0.978104635430993	0	0	0	0	4.1051448451334	0	13.0893166889882	1.33866141371265	0	0	5.48191199653012	0	0	3.578484864851	0	13.465035147677
"ENSMUSG00000039742"	0	0	0	0	0	1.71318939968454	2.50115672386141	0	12.8699937328405	0	1.34539697849003	0	0	2.26339818820938	4.47230702757616	0	13.3298306164921	0	0	0	5.11940669120362	0	0.456085010190152	0	0	13.344552650615
"ENSMUSG00000040452"	9.39491069400614	0.725747767348539	0	0	0	0	0	0	6.66516357118424	8.35688384771711	0	0	0	0	0	0	6.24828101672209	9.30502505803959	0	0	0	0	0.456085010190152	0	0	7.0999405960087
"ENSMUSG00000040866"	2.65613575734467	1.56621736919432	0	0	0	0	2.16865606298247	0.458671262680057	13.0698587764507	2.76961403002492	0	0	0	0	2.24509574484849	0	13.3200795560585	4.15549180825463	0	0	5.2754959977631	0	0.456085010190152	3.05267571780628	0	13.108830534507
"ENSMUSG00000041399"	0	0	0	0	0	0	1.11459884045203	0	13.0501971845018	0	0	0	0	0	3.08429755768948	0	13.2429775922587	0	0	0	5.03453545876462	0	0	2.21684194459461	0	12.927023369578
"ENSMUSG00000041698"	0.733725728375619	0	0	14.6298352504588	15.550023783801	0	1.73582359978903	0	0	0	0	13.7184796487475	13.6931084604047	0	0	0	0	0	0	0	14.1310617771059	14.304926168638	0	0	0	0
"ENSMUSG00000042888"	1.21776181125557	0	0	0	0	0	1.73582359978903	0	14.0177294730053	2.13572040846	0	0	0	0	0	0	14.1053702374522	0	0	0	5.2754959977631	0	0	4.51680202301283	0.455561264753473	14.2649389077336
"ENSMUSG00000043301"	9.19075475591745	0	0	0	0	0	0	0.458671262680057	8.93500999778933	9.26314338502567	0	0	0	0	2.24509574484849	0.848333056012853	9.38453051560751	9.65071405127648	0	0	0	0	0	0	0	8.98839289251021
"ENSMUSG00000043429"	0	0	0	0	0	0	0	0	12.1824707814644	1.96703106668949	0	0.643829802282914	0	0	3.28218276747374	0	12.7446406617813	2.83120067328763	0	0	5.66245756965559	0	0	3.05267571780628	0	12.3142063876859
"ENSMUSG00000044519"	7.03998083021664	0	0	0	0	0	0	0.458671262680057	5.00737319692634	6.47206132528926	0	0	0	0	0	0	6.10729860328314	5.84747387138732	0	0	0	0	0	0	0	5.41315296964358
"ENSMUSG00000044787"	4.67402765257126	0.725747767348539	0	0	0	0	0	0	11.1134486847804	5.14692355091371	0	0.643829802282914	0	0	1.80479308530922	0	11.5822115094674	4.48596234300918	0	0	3.69105657638579	0	0	0	0	11.5958835706183
"ENSMUSG00000045174"	9.42025863382465	0.725747767348539	0	0	0	0	0	0	2.26783397487659	9.29133156195384	0	0	0	0	0	1.58546669554138	5.41804315778865	9.60044609562623	0	0	0	0	0	0	1.84768163429795	2.25786011064674
"ENSMUSG00000045655"	4.18872758996267	0	0	0	0	8.98232345411692	0	0	0	4.81539718331417	0	0	0	8.40645050457059	0	0	0	5.29385366058103	0	0	0	0	7.66723136174557	0	0	0
"ENSMUSG00000046173"	0.733725728375619	0	0	0	0	0	0	0	13.8919147884129	0.570402575211101	0	0	0	0	4.1051448451334	0	13.8585619143852	1.33866141371265	0	0	5.6047502369077	0	0	4.73016331178124	0	13.9826074661685
"ENSMUSG00000046755"	0	0	0	0	0	0	0	0	14.0470798512071	0	0	0	0	0	4.82942820811649	0	14.3955253802061	0	0	0	5.77137739235563	0	0	2.21684194459461	0	14.3950074694784
"ENSMUSG00000046957"	0	0	0	0	0	0	2.16865606298247	0	14.8970190616757	0	0	0	0	0	5.39737661234025	0	15.0800835402681	0	0	0	6.73139451345975	0	0	4.51680202301283	0.455561264753473	15.232593450219
"ENSMUSG00000047720"	0	0	0	0	0	0	1.11459884045203	0	14.5406827768761	0	0	0	0	1.18082904272281	5.43943822879796	0	14.6452140857274	0	0	0	6.46568024334192	0	0.802092474667049	3.578484864851	1.07994029193935	14.6607723732071
"ENSMUSG00000048077"	0.733725728375619	0	0	0	0	0	0	0.806159896991477	13.3705543097072	0	0	0	0	0	4.62591391011845	0	13.7415568402306	0	0	0	6.29374207183772	0	0	3.578484864851	0	13.2322096912668
"ENSMUSG00000048686"	1.8685730304032	0	0	0	0	0	1.11459884045203	0	13.0337694553106	0.978104635430993	0	0.643829802282914	0	0	4.55115386133952	0	13.5761850413115	0	0	0	5.03453545876462	0	0	0	0.455561264753473	13.4967779549484
"ENSMUSG00000050089"	0	0	0	0	0	0	1.73582359978903	0	15.8147752197666	0	0	0	0	0	5.43943822879796	0	15.7312283299939	0	2.35908747507813	0	7.7245896924362	1.97741956304552	0	5.70272567307528	0.455561264753473	15.7474246827936
"ENSMUSG00000050534"	5.03652730238633	0.725747767348539	0	0	0	0	0	0.806159896991477	6.34226850783874	4.91151291331352	0	0	0	0	0	1.13791605988997	7.40461402801993	5.29385366058103	0	0	0	0	0	0	0	6.49018761790301
"ENSMUSG00000050866"	0	12.3770255435581	0	9.94028572874953	1.15241224816722	0	0	0	0.71017205295216	0	12.3431064652158	10.4649191275992	0	0	0	0	2.57387378694691	0	11.6706256908739	0	10.4604982329354	0	0	0	0	0
"ENSMUSG00000051276"	0	0	0	0	0	0	1.11459884045203	0	13.0540862684533	0	0	0	0	0	3.61141521767774	0.485642932241303	13.1624124741262	0	0	0	5.2754959977631	0	0	3.05267571780628	0	13.481351794679
"ENSMUSG00000051618"	0	0	0	0	0	0	0	0	14.0143510633407	0	0	0	0	0	3.87929872879232	0	13.8218040969545	0	0	0	5.54463810442909	0	0	0	0	14.0570165255035
"ENSMUSG00000051732"	0	3.34377819795657	0	0	0	1.71318939968454	0	0	14.6411637471133	0	2.4913408644888	0	0	0	4.1051448451334	0	14.5865385607458	0	1.61599473711853	0	5.92073677049362	0	0.802092474667049	4.51680202301283	0	14.7192002266967
"ENSMUSG00000052075"	0	2.47930896702503	0	0	0	0	0	0	13.420282169653	0	0	0	0	0	3.08429755768948	0	13.7224971294827	0	5.8783919599996	0	5.2754959977631	0	0	2.21684194459461	0	13.1122243658462
"ENSMUSG00000052562"	0	0	0	10.7234816089595	11.7439417696191	0	0	0	1.18396183347295	0	0	11.0725199489726	11.4517831398863	0	0	0	1.64301046227468	2.02088649781001	0	0	10.1204118332294	11.8782140806499	0	0	0	0
"ENSMUSG00000053624"	0	0	0	0	0	0	1.11459884045203	0	13.8431749604454	0	0	0	0	0	4.1051448451334	0	13.6258150453903	0	0	0	5.34763302311661	0	0	4.91599774522527	0	13.9692287432032
"ENSMUSG00000053896"	0	0	0	0	0	0	0	0	11.9568694617922	0.570402575211101	0	0	0	0	3.45617030889803	0	11.4776104143782	0	0	0	5.03453545876462	0	0	0	0	11.9184235650202
"ENSMUSG00000054106"	0	6.22640460715746	0	0	0	0	0	0	0	0	15.8898362424963	0	0	0	0	3.2934608276186	1.27228944845496	0	15.2564770412111	0	0	0	0	0	6.68286312642973	1.53177204993539
"ENSMUSG00000056035"	0	14.7098658748466	0	1.09801109946042	17.8006114423536	0	3.66146220065592	0	0.71017205295216	0	15.1841797264456	1.70038897253615	16.3972422524502	0	0	0	0	0	13.6956664954072	0	0	16.4625746119156	0	0	0	0
"ENSMUSG00000057037"	0	1.85400774417606	0	0	13.3746964167101	0	0	0.458671262680057	0	0	0	1.70038897253615	12.005973326546	0	1.16793285501311	0	7.61714794666989	0	0	0	1.57819191466057	12.6609073233217	0	0	0	0
"ENSMUSG00000057163"	1.57955867523083	7.3147811081545	0	0	0	0	0	1.32025478249252	0	1.29561349715187	17.3044285953956	0	0	1.18082904272281	0	5.02753309428246	5.00628933428722	1.33866141371265	17.4300477866031	0	0	0	0	2.21684194459461	9.1298038193054	2.73859991379456
"ENSMUSG00000057400"	0	5.8871456467577	0	0	15.7459571022471	0	2.50115672386141	0	0.71017205295216	0	4.9202466159012	2.30372229422284	16.1813361625621	0	0	0	0	0	4.99902725414661	0	0	15.2144754547614	0.802092474667049	0	0.455561264753473	0
"ENSMUSG00000057425"	0	0.725747767348539	0	11.6785676476399	6.53471437848038	0	0	0	0.71017205295216	0.570402575211101	1.34539697849003	11.9625968333928	6.44939918848173	0	0	0	0	0	0	0	12.3271772871029	7.29193225967503	0	0	0	1.53177204993539
"ENSMUSG00000058435"	0	11.3310014993578	0	0	2.22297689256677	0	0	2.12713125860532	0	0	10.6975394014999	0	0	0	0	5.55532899205397	0	0	10.0727813330741	0	0	0	0	0	5.43729587762382	1.53177204993539
"ENSMUSG00000058665"	7.15181488464293	0	0	0	0	0	7.12594447774604	1.52174304647493	1.18396183347295	0	0	0.643829802282914	0	0	7.07058027502754	0	0	0	0	0	0	0	0	7.80460586044277	0	0
"ENSMUSG00000059654"	0.733725728375619	16.4679420814708	0	0	4.59897245367657	1.09722271868196	0	0	0	0	16.2350843044326	0.643829802282914	0	0	0	3.35117935095564	1.93768016287878	0	16.6301625068863	0	0	0	0	0	7.07332573049506	0
"ENSMUSG00000060613"	0	6.64920086683422	0	0.651037389025403	15.9194595628625	1.09722271868196	1.73582359978903	0.806159896991477	0.71017205295216	0	4.28481116597807	0	14.771273189104	0	0	0	0	0	4.29182886188813	0	0	15.3319635587962	0	0	1.31339956884801	0
"ENSMUSG00000061292"	0	4.41050968852941	0	0	9.39043380713584	0	0	0	0	0	4.76537657471247	0	9.96361111249944	0	0	0	0	0	6.02285804398218	0	0	9.90500973238361	0	0	0	0
"ENSMUSG00000061923"	0	0	1.72394302425968	0	0	0	2.16865606298247	0	14.8694507469329	0.570402575211101	0	0	0	0	4.55115386133952	0	14.9624293254353	1.33866141371265	0	0	6.70417486102483	0	0	4.91599774522527	0.455561264753473	14.8251791245711
"ENSMUSG00000062154"	0.733725728375619	0	1.72394302425968	0.651037389025403	1.15241224816722	0	1.11459884045203	0.806159896991477	13.5398190754967	0.978104635430993	0	0	0	1.18082904272281	3.99663665544248	0.485642932241303	13.756094119391	0	2.35908747507813	0	5.48191199653012	0	0	4.26631697220629	0	13.7660337487647
"ENSMUSG00000062478"	0	6.32381439205431	1.72394302425968	0.651037389025403	0	0	0	1.32025478249252	0.71017205295216	0	10.4577840475362	0	0	0	0	1.76606859421535	2.73590835730328	0	16.7981982198123	0	0	0	0	2.21684194459461	7.95376152176608	0
"ENSMUSG00000062624"	0.733725728375619	6.22640460715746	0	0	13.7731614570474	0	1.11459884045203	0	1.18396183347295	0	4.76537657471247	0	12.5339989340938	0	0	0	1.64301046227468	0	3.95015120754674	0	0	13.7989437156048	0	0	0	0
"ENSMUSG00000063590"	0	0	0	9.5080494462022	9.41906389515155	0	0	0	0	0	0	10.8163104493444	8.25546373958201	1.18082904272281	0	0	0	0	0	0	9.24014734082141	9.24365840294177	0	0	0	0
