"brain__DBA.2J"	"colon__DBA.2J"	"heart__DBA.2J"	"kidney__DBA.2J"	"liver__DBA.2J"	"lung__DBA.2J"	"skeletal.muscle__DBA.2J"	"spleen__DBA.2J"	"testis__DBA.2J"	"brain__C57BL.6"	"colon__C57BL.6"	"kidney__C57BL.6"	"liver__C57BL.6"	"lung__C57BL.6"	"skeletal.muscle__C57BL.6"	"spleen__C57BL.6"	"testis__C57BL.6"	"brain__CD1"	"colon__CD1"	"heart__CD1"	"kidney__CD1"	"liver__CD1"	"lung__CD1"	"skeletal.muscle__CD1"	"spleen__CD1"	"testis__CD1"
"ENSMUSG00000065460"	0	0	5.0551662678195	0	0	0	6.61063918266597	0.806159896991477	0	0	0	0	0	0	6.61850044260101	0.485642932241303	0	0	0	4.94109647056798	0	0	1.08095937628025	7.60276266949403	0.455561264753473	0
"ENSMUSG00000066071"	0	0	0	13.5398785914304	13.8487689518422	0	0	0	0	0	0	11.6078060356643	13.2939939141344	0	0	0	0	0	0	0	13.4406577032809	13.6663487360789	0.456085010190152	0	0.455561264753473	0
"ENSMUSG00000066368"	0	0	0	0	0	0	1.11459884045203	0	14.0355423969277	0.570402575211101	2.4913408644888	0	0	0	3.08429755768948	0	14.1219008764355	0	1.61599473711853	0	5.41633419971485	0	0	2.21684194459461	0	14.1329487230235
"ENSMUSG00000067338"	0.733725728375619	0	3.35240837095739	0	0	0	1.11459884045203	1.0859864899003	14.1111169240891	0.570402575211101	0	0	0	0	3.75156572821784	0	14.2779163262162	1.33866141371265	0	0	5.11940669120362	0	0	3.96301057656236	0.455561264753473	13.9540063824576
"ENSMUSG00000067860"	6.04367142340596	0	0	0	0	0	0	0	6.85149742933934	5.75109487102361	0	0	0	0	1.16793285501311	0	6.6852687204019	4.67053712499448	0	0	0	0	0	0	0	6.14938304659019
"ENSMUSG00000069324"	0	0	1.72394302425968	0	7.38636215457212	0	0	0	3.63784041540034	0.570402575211101	0	0	9.19290171948008	0	0	0	3.53802196591562	0	0	0	0	10.6926391053393	0	0	0	5.20698488359702
"ENSMUSG00000070529"	0	0	0	0	0	5.04018598483378	0	0	8.75981983687728	0	2.02927693321525	0	0	3.47723192978762	0	0	8.61867354147533	0	0	0	1.57819191466057	0	1.84907805711896	0	0	8.47810078183591
"ENSMUSG00000070533"	0.733725728375619	0	0	0	0	2.97021802317829	0	0	6.52274452003529	0	0	0	0	5.85843257330075	0	0	6.67531308536101	0	0	0	0	0	2.87200920129577	0	0	6.18732223268331
"ENSMUSG00000070777"	0	10.4060914742728	0	1.71421813913387	0	0	0	0	7.13873079380221	0	10.9876181743634	2.45937164636695	0	0	0	0	6.86243686402447	0	9.16256343626234	0	0	0	0	0	0.455561264753473	6.90879712193529
"ENSMUSG00000070999"	1.57955867523083	0	0	0.651037389025403	0	2.14348265648182	1.73582359978903	1.32025478249252	12.0966672520094	1.77597314051862	0	0.643829802282914	0	0	3.75156572821784	0.485642932241303	12.1887224612567	0	0	0	5.82290118425076	0	0	0	0.455561264753473	12.4617806852356
"ENSMUSG00000072664"	0	0	0	12.1473866836738	11.2659678661846	0	1.11459884045203	0	0.71017205295216	0	0	12.1826120311425	11.052730340618	0	0	0	0	0	0	0	11.5217043893127	10.4536506034143	0	0	0	2.25786011064674
"ENSMUSG00000073420"	0	12.0153938739454	0	0	1.7847992287903	0	0	0	4.79243720599707	0	11.4698666253828	0	0	0	0	1.58546669554138	2.73590835730328	0	9.90267795212692	0	0	0	0	0	2.34609971360946	5.13115065974487
"ENSMUSG00000073730"	0	0	0	0	0	0	3.66146220065592	0	13.6586729606875	0	0	0	0	0	3.28218276747374	0	13.7406620259698	1.33866141371265	0	0	5.19956128430327	0	0.456085010190152	4.51680202301283	0	13.7887705699934
"ENSMUSG00000074183"	0	6.98323824154343	0	1.43876699888917	5.23594055030174	0	0	0	1.82537731996965	0	9.19618506442767	0	1.47572861961479	0	0	0	0	0	7.3769354079182	0	0	3.67259783591663	0.456085010190152	0	0	3.38640242530594
"ENSMUSG00000074254"	0	0	0	11.9776374452991	2.55861300054871	2.47448736706294	0	0	0	0	0	12.6988890566198	2.8548619092348	2.26339818820938	1.16793285501311	0	0	0	0	0	11.6950356020805	5.67083974811232	1.99077808155834	0	0	0
"ENSMUSG00000074764"	1.57955867523083	0	0	0	0	0	6.32631546104254	0.458671262680057	11.0671582600541	0	0	0	0	0	3.75156572821784	0	10.8052728643705	0	0	0	3.16089047391628	0	0	2.21684194459461	0	10.8539307417603
"ENSMUSG00000074882"	0.733725728375619	9.15091903043411	0	0	10.8195031050087	0	0	0	0.71017205295216	0	10.8594620130739	2.7278582191395	12.2724855934817	0	0	0	0	0	8.4427711418802	0	0	10.2529263590403	0	0	0	0
"ENSMUSG00000074919"	0	5.30639703399495	0	7.23283145656073	0	0	0	0	1.54002609571282	0	3.55912557861503	6.73801964650667	1.47572861961479	0	0	0	0.772073875385389	0	4.56788102287729	0	7.00113852015811	0	0	0	0	0
"ENSMUSG00000075524"	0	0	0	0	1.15241224816722	0	1.11459884045203	0	13.1547106456835	0	0	0	0	0	4.9507243401892	0	13.6503218277283	0	0	0	5.19956128430327	0	0.802092474667049	3.05267571780628	1.07994029193935	14.0238181215401
"ENSMUSG00000076501"	0	6.18811075754748	0	0.651037389025403	0	1.09722271868196	0	6.03067570333496	0	0	3.35698978920052	0	0	0	0	0.848333056012853	0	0	5.77336203272649	0	0	0	1.69192927464166	0	5.6226699392753	0
"ENSMUSG00000076512"	0	1.20634012364429	0	0	0	1.09722271868196	0	4.09540521399478	0	0	7.04423115435691	1.42621872969384	0	0	0	5.83363297662281	0	0	6.5849703449802	0	0	0	0.802092474667049	0	5.38697581424231	0
"ENSMUSG00000076655"	0	3.03409830803647	0	0	0	0	0	4.61937528821354	0	0	8.60485810932673	0	1.47572861961479	0	0	8.89860009720852	0	0	7.75344267333491	0	0	0	1.51554624478955	0	7.76472129548176	0
"ENSMUSG00000078639"	0	0	0	1.09801109946042	0	5.91289101830975	0	0	8.45450315404562	1.77597314051862	0	0.643829802282914	0	6.11731663703785	0	0	8.17160459512925	0	0	0	0	0	4.77604093480137	0	0	8.10462033119222
"ENSMUSG00000079278"	0	1.20634012364429	0	0	0	4.26534618804594	13.6809424556254	0	0.71017205295216	0	0	0.643829802282914	0	2.60128781235012	13.2547577163749	0.485642932241303	0	0	0	0	1.57819191466057	0	5.12246917428303	12.9570330879362	1.07994029193935	1.53177204993539
"ENSMUSG00000079330"	5.68320602333118	0	0	0	0	0	0	0	9.77814764021856	4.97961776659525	0	0	0	0	2.24509574484849	0	10.1749303361428	4.98109042125122	0	0	2.31379957031343	0	0.456085010190152	0	0.801268266634434	10.1968145199564
"ENSMUSG00000079440"	0	16.7237659133612	1.72394302425968	0	5.13913674713332	0	0	0	6.18721172456872	0.570402575211101	16.0971502508398	0	0	0	0	0	6.58247870284843	0	16.1766905149852	0	0	0	0	0	1.07994029193935	6.63449453726805
"ENSMUSG00000079722"	0	2.63924620197299	0	0	0	0	0	0	5.87960599554793	0	6.10442151500863	0	0	0	0	0	6.28802245716244	0	2.84713227596894	0	0	0	0	0	0	5.64894281826028
"ENSMUSG00000083558"	0	0	0	0	0	0	0	0	0	3.71407479040202	0	0	6.75320930635132	1.18082904272281	6.40159600310823	5.04512743540525	8.9818709394092	0	1.61599473711853	0	0	0	0	0	0	0
"ENSMUSG00000084174"	0	8.60000388587287	0	6.36723932614181	1.15241224816722	0	0	0	0.71017205295216	0	15.6388755219655	3.91282090294073	0	0	0	3.23333655220537	1.27228944845496	0	16.3284301877604	0	4.74509753730941	0	0	0	7.55853305840513	0
"ENSMUSG00000084923"	0	0.725747767348539	0	4.99077493741972	7.55532872753091	1.09722271868196	0	0	0	0	0	4.94537291555382	7.08197521230647	0	0	0.485642932241303	0	0	0	0	7.37359755955146	6.85271506316512	0	0	0	0
"ENSMUSG00000084981"	0	0	0	7.94384914956353	6.85733585561885	0	0	0	0	0	0	7.32354492111042	4.30034542914394	0	1.16793285501311	0	0	0	0	0	4.07789510491118	5.05817327772977	0	0	0	0
"ENSMUSG00000085322"	0	0	6.35082087899592	0	1.15241224816722	0	6.42744521930934	0	0.71017205295216	0	0	0	0	0	5.39737661234025	0	0	0	0	6.42481608253797	0	0	0	6.92372745600045	0	0
"ENSMUSG00000085683"	0.733725728375619	10.7826453994103	0	4.26674920620392	0	0	0	0	1.18396183347295	0	10.1369024149073	6.08606400420382	0	0	0	0	0	0	9.57567047230145	0	5.6047502369077	0	0	0	0	0
"ENSMUSG00000086171"	7.22396189506497	0.725747767348539	0	3.93143943466415	0	0	1.11459884045203	0	0	6.27835995446591	0	0	0	0	0	0	0	6.41115672316073	0	0	5.11940669120362	0	0	0	1.69059462477	1.53177204993539
"ENSMUSG00000086332"	0	0	0	0	6.11852050104503	0	1.11459884045203	0	6.78649004257587	0	0	0	5.69391512073773	0	0	0	6.51709499464551	0	0	0	0	6.03635793389929	0	0	0	5.98678530854859
"ENSMUSG00000087410"	2.31544107114805	0	0	0.651037389025403	0	0	12.8862872066049	0	5.64304630143461	1.55569420907749	0	0	0	0	12.5504019536836	0	5.7757600789889	2.48220197989934	0	0	0	0	0	12.4601142604594	0	6.14938304659019
"ENSMUSG00000090457"	0	0	0	0	0	0	1.11459884045203	0	14.430932365163	0	0	0	0	0	4.55115386133952	0	14.3101911224642	0	0	0	6.93242962833601	0	0	5.22833659808853	0	14.8077782785734
"ENSMUSG00000092250"	0	6.05258452183523	0	0	0	0	0	5.08475504197994	1.18396183347295	0	6.25755854300675	0	0	0	0	4.66748305286391	0	0	6.34950542122483	0	0	0	0	0	4.79362365715617	0
"ENSMUSG00000092518"	0.733725728375619	0	0	0	0	1.09722271868196	0	0.458671262680057	13.7898183293455	1.29561349715187	0	0.643829802282914	0.918859698348115	0	2.85488855474908	0	13.7688780519708	0	0	0	5.03453545876462	0	1.69192927464166	4.51680202301283	0.455561264753473	13.4760930464261
"ENSMUSG00000092618"	0	11.872035504277	0	0	1.7847992287903	1.09722271868196	0	3.14727181483385	1.82537731996965	0	11.9365517064146	0	0	1.82135932615663	0	5.90281716281481	1.27228944845496	0	6.23550180473024	0	1.57819191466057	0	0.456085010190152	0	1.51428943089898	0
"ENSMUSG00000093528"	4.78225763277673	0.725747767348539	0	0	0	0	0	0.458671262680057	6.13594346442252	4.68548225033146	0	0	0	0	0	0	6.22116519911929	5.92213723562139	0	0	0	0	0	0	0.455561264753473	6.02918477116935
"ENSMUSG00000093535"	0	0.725747767348539	0	6.88851395970583	0	0	0	0.458671262680057	8.51845467209148	0	0	6.62746132604919	0.918859698348115	0	0	0	7.75587403108985	0	0	0	4.07789510491118	0	0	0	0	7.38753381780384
"ENSMUSG00000094002"	9.49903174790491	0	0	0	0	0	0	0	5.76616933336382	9.85904731862587	0	0	0	0	1.80479308530922	0	7.02805286510868	9.05425268178041	0	0	0	0	0	0	0	5.98678530854859
"ENSMUSG00000094194"	0	6.20098864317535	0	2.31964062916312	1.15241224816722	1.71318939968454	0	6.2451743249568	1.54002609571282	0	8.49206646917142	0.643829802282914	0	2.26339818820938	0	8.75764433360425	1.64301046227468	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096014"	8.6102928573739	0	0	0	0	1.09722271868196	0	0	6.45114339038331	7.62497700752861	0	0	0	1.18082904272281	1.16793285501311	0	7.0202084020583	7.71764671865521	0	0	0	0	0	0	0	5.98678530854859
"ENSMUSG00000096498"	0	5.6635033391493	0	2.31964062916312	0	2.47448736706294	0	5.72858166408441	0	0	5.18757078923501	0	0	3.30297570514175	0	6.45689664999322	0	0	0	0	0	0	0.456085010190152	0	0.455561264753473	0
"ENSMUSG00000096670"	0	5.5063834479799	0	1.09801109946042	1.7847992287903	1.71318939968454	0	6.13424086051821	0	0	5.0600915939338	0	0	0	0	7.18066010218752	0	0	1.61599473711853	0	0	0	0	0	4.58626059469987	0
"ENSMUSG00000096852"	0	0	0	3.49381956465101	5.41200193720428	0	0	0	0	0	0	11.0478174714469	5.98512297959731	0	0	0	0	0	2.84713227596894	0	7.04519132145289	7.34503670595282	0	0	0	0
"ENSMUSG00000097452"	8.28806399617647	0	0	0	0	0	0	0	3.63784041540034	7.78579153219424	0	0	0	0	1.16793285501311	0	5.0684666936412	7.5974927827037	0	0	0	0	0	0	0	1.53177204993539
"ENSMUSG00000097638"	4.97703666994815	0.725747767348539	0	0	0	0	0	0	8.9591771706148	4.60151931974695	0	0	0	0	1.80479308530922	0	9.2417337446852	5.04930291559808	0	0	1.57819191466057	0	0	0	0	9.46066816915933
"ENSMUSG00000098051"	7.17846947510057	0	0	0	0	0	0	0	5.14339168068858	8.01403169908909	0	0	0	0	0	0	5.18531725170002	8.19510443790646	0	0	0	0	0.456085010190152	0	0	4.44661915590135
"ENSMUSG00000098087"	5.03652730238633	0	0	5.69366611984707	0	0	0	0	0.71017205295216	4.76482623484305	0	6.13306995698903	0	0	0	0	0	4.67053712499448	0	0	6.29374207183772	0	0	0	0	1.53177204993539
"ENSMUSG00000101012"	1.21776181125557	0	0	0	0	0	0	0	13.2882887074434	1.77597314051862	0	0	0	0	3.75156572821784	0	13.3859433656489	3.34695584997028	0	0	5.34763302311661	0	0	2.21684194459461	0	13.777738412581
"ENSMUSG00000101031"	0	11.0173358086256	0	0	0	0	0	0	4.28125143750391	0	10.4111973509474	0	0	0	0	0	5.21310875174845	0	8.90107154331118	0	0	0	0	0	0	4.01178737012858
"ENSMUSG00000101514"	0	0.725747767348539	0	4.34979664252955	9.68860458182591	0	0	0	0	0	0	5.04705282939513	8.26384853156856	0	0	0	0	0	0	0	2.7986440323331	8.37929417673855	0	0	0	0
"ENSMUSG00000102865"	3.89931955972672	0	0	0	0	0	0	0	7.13220488661425	5.31451636061744	0	0.643829802282914	0	0	0	0	7.17659946781479	5.04930291559808	0	0	0	0	0	0	0	6.52022688526333
"ENSMUSG00000103297"	0	8.65251213937489	0	3.75985170997567	0	1.71318939968454	0	5.13171589039944	0	0	1.34539697849003	0	0	0	0	1.58546669554138	0	0	10.4798540723241	0	1.57819191466057	0	3.98846336181719	0	8.29300364642399	0
"ENSMUSG00000103831"	5.82491939998056	0	0	0	0	0	0	0	5.33742391990979	6.54130103940592	0	0	0	0	1.16793285501311	0	3.78020632579045	6.55886596108444	0	0	0	0	0	0	0	4.01178737012858
"ENSMUSG00000104465"	0	0	6.08317135812895	0	0	0	5.99839381206983	0	0.71017205295216	0	0	0	0	0	6.46405829404055	0	3.01386039420109	0	0	5.44151148335559	0	0	1.51554624478955	5.59793968252616	0	0
"ENSMUSG00000105315"	0	6.00931324254082	0	0	9.18754461138448	0	0	0	0	0	5.46427714897336	0	7.07246015158957	0	0	0	0	0	5.33053495365098	0	0	7.31872881052539	0	0	0	0
"ENSMUSG00000105700"	7.08294086219923	0	0	0	0	4.34838932172292	0	0.806159896991477	0	6.76362679926511	0	0	0	5.8265761273969	0	0	0	8.13359063156901	0	0	0	0	4.0218686794474	0	0	0
"ENSMUSG00000106855"	6.27121505057671	0	5.87244723084357	0	0	1.09722271868196	0	0	0	5.81462521768902	0	0.643829802282914	0	0	1.16793285501311	0	0	5.84747387138732	0	5.44151148335559	0	0	0.456085010190152	0	0	0
"ENSMUSG00000107042"	4.85014817906661	0	0	0	0	0	0	0	9.37025841531601	3.65975437144629	0	0	0	1.18082904272281	1.80479308530922	0	9.49052744455833	5.64193018323925	0	0	0	0	0.802092474667049	0	0	10.3257264199837
"ENSMUSG00000107053"	0	0	1.72394302425968	0	0	4.17722947184987	0	0	7.87680981360946	0	0	0	0	5.54270769013833	2.24509574484849	0	8.5951044033991	0	0	0	0	0	4.56563746511214	0	0	7.89133389347692
"ENSMUSG00000108884"	0	0.725747767348539	0	9.54155645636705	9.39306014756053	1.71318939968454	0	0	0	0	0	9.67643486932104	7.25177079386008	1.18082904272281	0	0	0	0	0	0	4.07789510491118	8.11457955282838	1.08095937628025	0	0	0
"ENSMUSG00000109643"	0	0	0	0	0	0	0	0	6.7443208103182	0	0	0	0	0	5.16643693786159	0	5.75700231770188	0	0	0	0	0	0.456085010190152	0	0	5.20698488359702
"ENSMUSG00000110369"	0	0	0	1.94541468072216	5.45285366260999	0	0	0.458671262680057	6.76976996703027	0	0	0	2.66532958895092	0	0	0	5.12807468297848	0	0	0	0	5.49403846919454	0	0	0	0
"ENSMUSG00000111282"	0	10.0347623755549	0	0	3.72558035050265	0	0	0	0	0	9.18858489349147	0	2.66532958895092	0	0	0	0	0	9.45774565445231	0	0	5.49403846919454	0	0	0	0
"ENSMUSG00000112164"	1.21776181125557	0	0	0	0	7.7947299692476	0	0	8.184952881702	0	0	0	0	7.4891004811351	1.16793285501311	0	6.90565707725285	0	0	0	0	0	7.46045139445709	0	0	8.05418143599664
"ENSMUSG00000112182"	0	0	7.686506393464	0	0	1.09722271868196	6.69419232067447	0	0	0	0	0	0	0	6.93013219305204	0	0	0	0	5.81234153751202	0	0	0	7.3357911506932	0	0
"ENSMUSG00000112213"	0.733725728375619	0	0	0	1.15241224816722	0	4.67085766748375	0	5.31454978022726	0.978104635430993	0	0	0	0	5.1154565983301	0	5.71873888978401	0	0	0	0	1.97741956304552	0	0	0	5.41315296964358
"ENSMUSG00000112615"	1.21776181125557	0	0	0	7.02925817542424	0	0	0	9.2290861828084	0	1.34539697849003	0	6.38935503279332	0	0	0	8.61867354147533	0	0	0	0	6.27398035365637	0	0	0	8.24614787857063
"ENSMUSG00000112707"	0	0	8.71498452431495	0	1.15241224816722	0	5.42467102472098	0	0	0	0	0	0	2.87486596686866	6.26792168300748	0	0	0	0	8.11358321546297	0	0	1.84907805711896	6.7874117398452	0	0
"ENSMUSG00000112773"	0	5.42090290759536	0	7.22735119921839	0	0	0	0	1.82537731996965	0	5.359873494773	7.52201816789177	0	0	0	0	0	0	5.17428210920902	0	7.53678119243774	1.97741956304552	0	0	0	0
"ENSMUSG00000113178"	2.10924023470186	1.56621736919432	6.50512600541091	0	0	0	15.37786516765	0	1.54002609571282	0	0	0.643829802282914	0	1.18082904272281	12.8881488714893	0.848333056012853	0.772073875385389	2.02088649781001	0	3.24661614630017	0	0	0	14.2571061838584	0.455561264753473	2.25786011064674
"ENSMUSG00000113960"	5.58700156718483	0	0	0	0	0	0	0	7.05150084195455	5.72487813552624	0	0	0	0	0	0	6.98839693025325	6.12541233429894	0	0	0	0	0	0	0	7.94768369523217
"ENSMUSG00000114441"	0	0	0	5.35476192644644	0	0	0	0	7.46381682553184	0	1.34539697849003	5.29454931666809	0	0	0	0	7.56418214933087	0	0	0	5.03453545876462	0	0	0	0	7.78400197173137
"ENSMUSG00000114613"	0	4.92690513761194	0	6.68766473198809	0	0	0	0	0	0	5.18757078923501	6.49877671727405	0	0	0	0	0	0	4.68833395787105	0	6.43289294361791	0	0	0	0	0
"ENSMUSG00000114892"	0	0	4.27999431413433	0	1.7847992287903	1.09722271868196	0	0	7.65803828350162	0	0	0	0	0	0	1.13791605988997	7.16952440121076	0	0	5.69900219516269	0	0	0.456085010190152	0	0	7.37114472600226
"ENSMUSG00000116295"	0.733725728375619	0	0	0	0	1.09722271868196	5.02078634923053	0	7.08567781146147	0.570402575211101	0	0	1.47572861961479	0	4.82942820811649	0	6.7812196663452	0	0	0	0	0	0	0	0	6.76567051001352
