"embryo0hA"	"embryoColeoptile1hA"	"embryoColeoptile1hN"	"embryoColeoptile3hA"	"embryoColeoptile3hN"	"embryoColeoptile12hA"	"embryoColeoptile12hN"	"embryoColeoptile24hA"	"embryoColeoptile24hN"	"coleoptile48hA"	"coleoptile48hN"	"coleoptile72hA"	"coleoptile72hN"	"coleoptile96hA"	"coleoptile96hN"	"coleoptile72N24A"
"Os02g0570400"	1.12976149006509	1.47632345949481	0.808295242273661	0.369164638427129	2.19790474514399	7.38219947209437	0.812743534266596	7.39777211502591	2.28857195111805	8.28708394739116	6.08847378937437	5.94716948933934	0	7.09548679026672	0	6.3503942394622
"Os02g0582600"	1.52605718050009	2.82453536143365	2.85687380395164	1.57881699458992	2.64768060379547	1.72856228636168	1.23795021030267	4.9150739723738	1.50875641415036	5.81953574549374	3.62510052029208	7.08617293059019	0.287865534713074	9.44873722982781	1.43465775689332	6.88309116776695
"Os02g0582900"	1.4151563605583	0.891126727686056	0.519565998580935	0.852244979110196	1.18343910215162	3.41927934805845	0	7.20188921234107	0	9.98115530936277	0	9.05489041996439	0.482683547696143	11.6400896438123	0	5.21451335825399
"Os02g0585100"	0	0.749771396655311	0	0.969989742480442	1.35998466542719	3.91627988545313	2.26072671725097	4.79667669653967	2.73984164770795	6.33967170165379	3.4899549849731	8.783344684419	2.80595377574836	7.73865320080677	3.18794771248374	7.62106888950518
"Os02g0590400"	1.33071798775931	1.19723507312278	1.08506226978988	0.720396698496017	1.14225217854978	2.38126517638776	1.55665877021666	2.48743891709077	1.64704519342481	5.5379772233975	2.82075894132763	10.4443843983591	1.3577437236442	10.6226323866256	2.07477860721332	9.46176708484308
"Os02g0592833"	0.55012407963905	1.07431259614384	1.58888902782268	0.679889649678945	1.45640804589103	1.69910658663821	2.50079186029297	1.53985403402542	3.94238053620901	5.66010777032699	6.16961365261062	4.19999375805227	7.76227094283014	4.40668259326868	7.72562149064117	1.71987062812047
"Os02g0609200"	0	0	0.269775118297129	1.29942857703862	0.965706615274211	8.34786107934234	1.77411203803743	9.74677088488877	3.93295634764298	9.10047681751649	4.256352548269	9.41712448587829	3.82772764693079	9.62927609629084	3.9374378649987	9.9301821447382
"Os02g0626532"	0	0	0.240421446027951	0.997115457110957	0.690741963035033	6.264785782513	0	5.83045936395463	0.527864646541359	6.41948980343475	1.48335101131164	9.10438196867688	0.299517778741314	6.03152426315714	0	7.82334555882361
"Os02g0629200"	0	0	0	0	0	2.85736254818492	1.15067646164259	5.24174418271712	2.69261386689728	8.80843128633256	7.64930887040164	8.9887994722868	10.895779223335	4.934627860601	10.4010535066142	9.22073578719075
"Os02g0636600"	0	0	0.403078841118303	0.820414650030886	0.867287526310604	0.745380179255883	4.36245144753771	2.60560895908674	4.37023216175767	3.57755064860568	5.95468632266179	3.6857414306265	7.97902494648461	1.56394005540493	7.93586305604657	4.05627135805747
"Os02g0648100"	0	0	0	0	0	5.35926454005932	2.53432136354099	6.64924027717124	4.15098277879059	7.22300427212392	5.59094066742436	8.44365982357212	6.38849283609883	8.0357125727226	6.7442632817228	7.94630298075124
"Os02g0653000"	0	0.578824560587498	0.399969796691916	0.27671875861494	0.907258899038438	2.94048513280533	1.87961857335761	5.02649286375933	2.42150717769421	7.09390735450183	4.76230682598698	7.34900083198811	5.8276348249655	6.31054968472441	5.75545918188109	6.83225570525699
"Os02g0653200"	0	0.399851067701309	0.240421446027951	0.351232060068888	0.408836451570913	0	0	0.635636227477901	0.342368965205299	8.48719164486784	0.251780177119217	7.10330829742581	0	4.77775995192857	0	6.7015785814827
"Os02g0658800"	1.33071798775931	0	0	0	0	8.61262699300286	7.08051554949714	11.1515074899171	7.95393361649528	10.4892833303332	10.4520811879922	11.5353582464806	13.6065024174655	9.35320764960236	13.6611481765866	12.7628435030543
"Os02g0662000"	0	0.618410512535281	0.269775118297129	0.575526220495256	0	7.03696613958114	3.54696482363906	8.34789247853176	5.58894156675687	11.4999543058953	4.98866060556238	6.6567196400081	0.9985275421295	4.26121572546178	2.60577970229851	1.71822748668011
"Os02g0662100"	0	0	0	0	0.274964652239178	2.6235267078047	0.508019543511626	5.99684933047564	3.03820409736737	9.48898820258194	4.86980383218343	8.68052209642509	5.65771314401001	8.28750269690409	5.14508541668467	6.90762688693613
"Os02g0700400"	7.98496767954887	8.87410243177417	8.62772337243525	7.75731406661757	8.54202537431586	2.51321477854641	2.57829557382498	1.45906363960227	1.37362025779933	1.60512565972245	1.31771036680497	3.11992875184914	0.299517778741314	3.56674795220991	0.42314552682288	2.08804875919397
"Os02g0712600"	0.691127104051834	0	0	0.627950818683828	0	4.72626095701552	0.807972170243428	5.59710036381022	1.91663112355284	6.40525732984452	1.441412774646	8.22173812910519	1.57469462516181	6.76314899087414	1.25520237535898	7.82679353841025
"Os02g0716800"	6.94679600320419	8.19584824799316	7.35856626703561	9.7685964800139	8.22740871611694	4.44285666208653	3.30346756272685	1.39165341909802	1.84500723382528	3.51574857292203	0.646418832809146	2.35501504005407	0.741619060082471	1.67844607849159	0.396253065552946	1.7483148068314
"Os02g0720600"	0.686506163799749	0.99011012525231	0.269775118297129	0	0	5.22575688094098	0.31818827572482	7.90634182990051	0.50338664605267	9.29568942039743	1.47648637979719	11.574852026467	1.39813223097465	10.0075293637741	2.90589427497265	11.1176737438362
"Os02g0729400"	0.579637410426042	0.771550680418338	0.885039468187808	0.627950818683828	0	4.18434003289811	2.88619777248482	5.8449450541246	4.6759136196225	6.04584631639937	4.9299483368158	7.60252924185827	8.70810940040938	6.13138116862877	8.32085552780566	8.31447939484758
"Os02g0745100"	0.349777740210361	0.978675628288806	0.844640823761928	0.921205400918037	0.448807824298748	0.727641172715053	0.31818827572482	0	0	8.09646106447125	0	5.59415942447967	0.299517778741314	7.50321265953289	0	4.24741460351477
"Os02g0765400"	0	0.378071783938282	0.403078841118303	0.369164638427129	0.274964652239178	7.99965818053618	6.85238658781796	6.93975375854402	6.66698193380874	9.55771892343823	8.0653625042993	2.47790583641112	3.01903585433859	2.47466521475696	2.05088953536257	2.84814269822124
"Os02g0765600"	0.372324954552494	1.06658198480164	0.51019656432508	4.09275759036173	1.27110486819208	10.1779978608849	9.96811007777911	8.33654867787595	8.5641102077957	9.94425361999247	10.5219055657931	0.984693273576518	0	4.01633600189665	3.11116311821854	0
"Os02g0782500"	9.8038998921885	10.1750428140663	10.0080281682964	10.263539616844	10.4458932928276	4.33321379411267	6.53317011222271	2.08026564772647	3.77838935286892	0.93946453550184	2.68810609631465	0.279711174854538	0	0.460073067271965	0.396253065552946	0.383309689994388
"Os02g0791400"	0.722102694762854	0	0.403078841118303	0.369164638427129	1.53382783748676	3.48465306022824	1.23795021030267	5.77437964153346	3.36824414368961	7.32238768018402	4.18555621656484	7.62681159723714	5.7336366322704	9.37810369512087	6.7620321530376	7.2421924164246
"Os02g0807900"	0.372324954552494	0	0	1.00329077409467	0.730713335762868	7.46449616603375	2.28067517812829	6.93974665428994	2.51056839841381	7.08130800466272	3.43902173466954	10.9919253033563	4.65100562801867	7.70716053852736	4.18915171002644	10.1922620123456
"Os02g0809500"	8.60456499665898	8.34941266619447	8.42140560104451	7.31105435958312	7.88496510025954	2.97832699175027	3.56114137379463	2.47477260386672	2.83715600493968	1.14955031472658	1.29200307283092	0.699351542636931	0.976309625209839	0.825789048263373	1.09379085420759	0.383309689994388
"Os02g0822900"	1.06345205860433	0.587092679016703	0	0.921205400918037	0.274964652239178	3.44184573363478	2.47156512254204	4.69582734713479	4.92658950212099	5.11858329128271	6.35033266647129	6.57208207569488	8.3313395410171	8.09118523848307	8.39342673068173	7.28024388941978
"Os03g0103100"	0.372324954552494	0	0	0	0	5.52809456669916	0	6.4062730566387	0.675360198840669	7.69269289433395	0.233654419637614	0.916447020123201	0	7.29534722283426	0	0.794689813613663
"Os03g0103200"	0	0	0	0.828759521105848	0	7.98905438828354	3.04466355710753	8.46575674182358	5.24777614044394	8.70829723933277	4.16645565994284	4.73123810516879	0.299517778741314	9.50749869308387	0.443828255875168	6.25558647027499
"Os03g0111200"	1.03628390401011	0	0.240421446027951	0	0	5.23819982000866	5.17749567595707	7.218129909363	7.69394254150276	7.53746660011364	9.25177446708501	7.09788493806653	10.8953181838387	5.82325223815993	10.6534840288617	7.38275307191555
"Os03g0113000"	0.349777740210361	0	0.51019656432508	0	0	2.97106965473334	1.78322876335236	4.26157884680499	2.91771952006551	6.78298798748073	2.42138471745013	6.34406632811705	0	7.16884737251372	0.443828255875168	7.10638825292614
"Os03g0123500"	2.15490076824006	1.91273710309866	1.84864031249812	1.03112170974783	1.34732798368616	3.1845005996242	1.12533746954653	4.00287649035547	0.332991233635371	8.44773320851415	2.66751471001747	8.88097194965976	2.81321997956196	8.75405939787158	4.28884580731333	9.1501036682237
"Os03g0128300"	0.929415150636402	1.92624171504008	0.961127981224559	0.575526220495256	1.37262707342566	4.71915802141212	0.31818827572482	8.39584616058838	2.08834498551377	8.06301404159834	4.33456389891839	6.02248548514202	4.35068489121122	4.51349740351088	5.16947012391157	4.97281979642121
"Os03g0129400"	0.686506163799749	0.240338728596999	0	0	0.556870163703298	6.33498158517076	4.9635716459019	6.61984023151358	6.94392858536696	3.01479284149679	9.68635283596378	3.40518326139989	9.89819440737953	6.39479598226322	10.6835769018834	2.17520938052765
"Os03g0131200"	9.05781348972221	9.20764208910826	9.00934536546475	8.95201152589262	8.82294537413485	6.5660003678706	7.12639117766523	3.71083967448524	4.79168559953243	4.82772003611387	3.37634974811653	0.685053817768657	0.741619060082471	0.825789048263373	0	1.63107075755004
"Os03g0133100"	12.2625308293791	12.5997242791299	12.4904411768224	11.0893090372035	12.2175396869591	4.78421764203635	6.72352689810108	2.68693850127204	4.55816631139048	0.856594974388634	2.070627829771	1.09704614169098	1.44299848351484	1.20720177316883	1.48477520964254	0.383309689994388
"Os03g0145050"	0.922449034191544	0.240338728596999	0	0	0	6.49506758596878	3.57886041761411	7.64827152146503	5.06581929583843	7.27934555972148	5.95495622566568	5.8030306218862	7.22155132657489	2.41641781078347	6.54008964966741	6.43830677263153
"Os03g0159600"	14.9362035651742	14.9781788462053	15.0015217568682	13.8936380085088	14.716428099221	7.06415323794866	7.61343452959247	4.83876113643504	5.98546790221407	3.00391633204257	4.16512351259422	2.07336840018923	2.73415162654297	1.32615936349942	2.66317451157947	2.22219871274463
"Os03g0168100"	12.8713646732543	12.7865004884244	12.9144938617545	10.9343345966443	12.3306961506801	5.15139816408487	6.39196735858429	3.38103145686955	4.69329081365685	1.80461858123243	3.2763720134811	1.2174937172646	2.3650166849763	3.41216182357756	0.644693888214429	1.23114668392783
"Os03g0180800"	0.579637410426042	1.48640980053928	2.50826633575709	1.82907894610001	1.79193891851424	6.12765946341925	2.36485537633748	4.6812868073987	1.6191841664958	6.14880940590797	0.642007232463081	9.3876339327598	0.587383313454388	6.44138209647703	0.396253065552946	7.43755128969949
"Os03g0183500"	2.06616733899182	1.48640980053928	2.20415337771336	4.18902780956862	1.75616443525707	9.13804514279434	5.45149585805479	7.56232528784977	1.18498854985857	7.49551057119387	2.27681239210383	10.1606082822729	1.35163307978811	6.13378405509189	1.48477520964254	8.765039973399
"Os03g0222100"	6.75642727613747	7.31807914896067	7.18438030831443	5.8682964829271	6.73075632944536	1.70878311656145	3.56189780087456	0.321778948832274	0.314754938111915	0.653280454546044	0.642007232463081	0.243943310617855	1.0361431384279	0	1.26322684825099	0
"Os03g0232800"	0.722102694762854	0.891126727686056	0.51019656432508	1.20347703917908	0.772606942080941	0.276815060805695	2.60698644488979	2.56326566257973	5.31375013099432	3.93990055434476	6.173694648968	4.82328886637524	7.84866106429598	6.65460421687723	8.18769575212235	4.95124461427776
"Os03g0253600"	0.372324954552494	1.14962246435662	1.16779515061935	0	1.18144339365185	5.18634383022499	1.87927386176624	6.39830769927326	2.72721003160654	7.53668116175599	4.28880092303254	8.96891820824981	5.87423510571585	8.68367621779654	5.60055762492754	8.72850640057171
"Os03g0267300"	1.03628390401011	1.82964593456904	1.46076655552192	0.997115457110957	0.556870163703298	0.548302999863757	2.0136244249516	2.10007226538506	2.9744633772275	4.7861363411922	4.43578753051493	7.32527424767464	6.17168819248265	5.96487015333776	6.66649921194046	7.36453904668222
"Os03g0277500"	10.1628327140072	11.0438287810179	10.9028758123384	9.73041566888706	10.8479707203067	5.79320027927241	5.53356532508349	3.39318218572081	3.60751623761558	1.06763907889685	2.58222246412617	0	0.862313515231858	0	0.42314552682288	0
"Os03g0277700"	0.349777740210361	0.240338728596999	0	1.20338241484956	0.858127835670739	8.77394768229837	9.86025873000025	8.74426500089928	11.3226882860954	7.31689427889387	12.19995670086	4.3330692276789	6.91886186332606	7.10267136456331	7.85911148726332	5.22542361878235
"Os03g0296200"	9.42447735588161	8.92615746261692	8.89210625703933	7.16525843854124	8.35532663864904	2.87609974653278	2.86307280826045	2.41063027443282	2.61457464223102	1.74673393552781	2.9847486227992	1.01258817427124	2.62449696590824	0.690834391685795	2.63317794778736	1.32878385732924
"Os03g0305600"	11.5894856242918	11.6768782197115	11.5471447101187	10.7044273563302	11.4159975039567	5.04531683349447	6.06309685214177	3.44652332018744	4.74640133126901	2.20494237974237	3.16679100982605	1.321463737479	1.84675314246668	3.26113564349019	1.18135183414587	0.794689813613663
"Os03g0314500"	1.03628390401011	0.240338728596999	0	0.552040762490908	0	9.94681090860911	5.46153878546596	11.1643058656178	6.99723385499265	11.9032226510031	9.47915046779592	13.1762793138135	11.4794386938829	11.6923114781044	11.5268175066577	13.4512251209809
"Os03g0322900"	12.9347385666307	13.4339679818194	13.371187910806	11.7792392437106	12.9932819292729	6.20914112439768	7.34925766065041	3.2978474902325	4.91601870833949	2.07689252190363	3.47890163872442	0.860424949374873	2.44930266471353	1.24152393371396	1.68378128671692	2.06955981032777
"Os03g0330200"	9.82131754852849	9.2996152682517	9.47068285165056	7.79607696917828	8.95086667590227	2.66468395836041	5.58494638016428	1.06921064858078	3.87139677139147	1.87802989288296	2.61850381048967	0.916447020123201	3.39208081043642	1.81746552151909	3.49760134183552	2.10125264711167
"Os03g0334300"	8.33001929399453	9.0862537078099	8.91422337144727	7.11149641131975	8.60052244969869	1.17190426067348	2.20743153485849	0.916152044340297	0.836377879688041	0	0.906036613509921	0	0.562795736490543	0	0.819398592375826	0
"Os03g0341300"	7.17564673669402	7.78018687302155	7.70328992896195	6.63918121807732	7.31312068821287	4.22263919319558	3.23202700192453	1.25152405503746	0.967001092522069	2.58003754444408	0.508149862361224	2.90402415447431	0.299517778741314	2.98310197568597	0	2.73556819968525
"Os03g0342100"	0	0.578824560587498	0	0.451250011603757	0.274964652239178	7.60348439130836	3.63998657347976	7.51260676610876	3.57582278803718	5.63888851133451	4.49953949893579	6.07926674155317	5.15442777034447	6.592237094534	6.11582499475549	8.44969640867766
"Os03g0343900"	0.922449034191544	1.31021881960002	1.0568263325343	0.451250011603757	1.36567756449887	2.16273762370125	0.304723990754969	5.60775759226335	1.16638744894506	6.40218992397897	2.55519445069211	9.01037300340519	5.70450941719922	6.9904525638676	7.37689184409086	8.86408248048077
"Os03g0365800"	1.03628390401011	0.240338728596999	0.269775118297129	0.369164638427129	0	1.29109619541908	0.812743534266596	4.08029525231729	0.675360198840669	9.13207292487945	1.06445390373643	4.39616454083137	0.299517778741314	9.10631375360005	0	3.17523616943137
"Os03g0368000"	0	0.519427114969026	0.240421446027951	1.51368563389639	0.996140215952904	8.02625491613753	7.73379987081819	9.27979943519168	9.3841284142743	7.39451201450688	10.7688284414907	5.52026154994368	12.4728392198455	5.44864341426441	11.9411492784332	6.64615558139881
"Os03g0368900"	0.579637410426042	0	0.240421446027951	0	0	1.83068434274985	0	9.05357060204289	0.342368965205299	11.204795821306	1.18490505025604	11.7706066662369	1.07882740290684	11.7510433779104	1.26322684825099	12.1827104070248
"Os03g0369000"	0	0	0.240421446027951	0	0.408836451570913	5.78677006210982	0.622089290058068	8.44650281258045	3.42651120759737	7.95276254451669	2.11414563289198	3.85331855570663	2.56015958030784	2.44530922476082	3.69224593093667	4.61110467504033
"Os03g0381500"	11.0373300180062	11.4851751570313	11.4728081775112	10.3553715259704	11.3433418163197	3.72470848823908	5.06082643094679	2.27103825916066	2.72338268786894	0.847358708414	1.31771036680497	0	0.27493020177747	0.690834391685795	0	0.411380123619276
"Os03g0388900"	0.372324954552494	0	0	0.627950818683828	0	2.20321686216613	1.31965361691048	2.53486217277419	2.17204919035441	8.11829237255238	4.42380692053707	8.26446617356346	1.47862895574637	9.27891933067714	2.20197211222675	8.45866135419999
"Os03g0393700"	0.579637410426042	0.612038341314028	0.669744914989045	0.802482071672645	0.274964652239178	5.97235936849023	4.15148107713578	7.25758144717384	5.33087247140212	7.32987728027612	6.10088296157402	6.66004648491102	2.14625745187606	6.77587457083498	2.12168117137944	6.76418831633739
"Os03g0557900"	8.54710668176881	9.00821115652665	8.79576140486958	8.28538368973291	8.71375756003652	3.63067004322705	5.33895579264512	0.958927530626191	2.24979331573328	0.261514728889258	0.772140637084507	0.684727892210335	0.562795736490543	0	1.86509622351615	0.411380123619276
"Os03g0623100"	12.9124884099174	12.9399217594773	12.8576188029052	11.0934361024912	12.4832289663963	4.73860722103781	5.67225328771326	2.00446343380313	3.70265187165792	1.14955031472658	2.44355648912565	0	0.736625359686581	0.875807952722554	0.840081321428114	0.593864863580976
"Os03g0628800"	0.722102694762854	0.749771396655311	0.240421446027951	0.27671875861494	0	8.56047580109431	1.70108608209121	9.19755576231033	2.1974818207986	9.50868415527344	4.64361356231762	11.4454986679435	6.63008267679967	7.44961299021113	6.79190353281638	11.4713613482837
"Os03g0663750"	12.5604291294602	13.5301884226218	13.4394874084522	11.8729073731034	13.1251126805957	5.38094312193014	7.7774592858282	4.05745828458258	5.81187200403648	3.33406652034004	4.86769314555399	1.68699316117496	2.66941844233641	2.30723029697147	1.85012628553307	1.99739231883056
"Os03g0663800"	9.93059547781885	9.77661653403901	9.86924516727597	8.6619658706823	9.44163594746486	3.35791320153777	4.23540818513282	1.8046035806979	2.71595297019723	0.471600508114	1.86346605832443	0	0.574447980518784	0	0.42314552682288	0
"Os03g0675600"	0	0.958792291733732	1.68947365948408	0.645883397042069	0.965706615274211	1.17190426067348	3.3368637576557	2.21687020244368	5.41568000772194	3.20831620366799	3.82324188778974	8.52778399414284	1.04547928418669	9.98193747329268	1.70429934135214	5.1838244859717
"Os03g0689300"	8.50439306402678	8.01082655204107	8.14444238720907	7.15012823429291	7.49853293821622	4.02552737854541	3.08730299682221	2.03551365115909	1.45450608517214	2.36266637482973	0.90788126803018	2.63513475291305	2.7322878262048	0.875807952722554	0.962367391272974	2.41797262183982
"Os03g0699000"	12.8262771272526	12.9400195191335	12.8847551202397	12.1394420852889	12.519949254617	5.73234092853286	6.42606927503665	4.20670057706176	4.23325851558726	1.99503740782296	2.63828568856089	1.55245437371005	2.63858285211645	0.571876801355203	1.4062980296579	1.17421526281188
"Os03g0719000"	0.372324954552494	1.55055754819702	0.269775118297129	1.91790190726184	0.907258899038438	1.29493697460197	0.812743534266596	5.0414716125651	0	8.62109073729037	1.66994102020464	7.58988087258676	3.91261291614551	5.80373432162304	6.32578542935669	7.97243612164382
"Os03g0723400"	14.7660071036884	15.0094409751588	14.9360997144975	14.041703435988	14.8678593343484	7.61236824126451	8.65364437421276	5.1365459814901	6.41249632993524	2.74869765976222	4.30267060221419	2.20771888130539	3.32746300828383	1.67190532515784	3.05359824175214	2.21521797970663
"Os03g0727600"	0.349777740210361	0.378071783938282	0	0.720396698496017	1.13954978733378	3.52733339554369	1.552445122562	5.10902548897131	1.95162295241305	5.59678499057588	3.59828932760732	8.65283552152629	6.31946450180265	7.57251239544608	5.76075690680373	7.83321302275779
"Os03g0730400"	0	0	0	0	0.274964652239178	7.19401192988749	3.54009076439044	7.64423661839616	4.81782648164384	7.49048027894798	6.6661129330404	9.64478908260211	8.33931874019422	7.71513346489835	8.18804975909526	9.41842429102684
"Os03g0730433"	0.349777740210361	0	0.51019656432508	0	0.408836451570913	7.04181822001524	3.15447888612705	6.8968208526818	4.06055244378741	7.16773321980238	6.12360767287305	9.82642144279635	7.17169924667777	6.98587938718911	6.95983927030075	9.36694929287168
"Os03g0733200"	0	0	0	1.50023727946065	0	5.3942421279129	0.807972170243428	8.21981058231508	3.55442507315883	8.86096460432632	3.06800254675742	9.84839653798192	2.66860401655125	10.6553840114833	2.9500469679777	9.86024504731751
"Os03g0736500"	0.349777740210361	0.399851067701309	0.681983428671576	0.627950818683828	0.448807824298748	5.81269133798387	0	9.45597678969262	3.71198903659268	9.31070987285069	5.74368202087258	7.50147611612103	6.13119861551232	5.61226852984282	7.39727645403612	7.23238260271291
"Os03g0747400"	6.07484476262625	7.88384829157319	7.95461818485998	5.31397866823349	7.36585373110957	0.259076054264865	1.51256040146691	0	0.50338664605267	0	0.256191777465283	0	0	0	0	0
"Os03g0747500"	8.49903925051135	8.93746986103239	8.84302650225254	7.37657684191678	8.42242907222344	1.92946213757095	2.2775781358672	0	0	0	0.416190416407025	0	0	0	0	0
"Os03g0772600"	0	0.240338728596999	0	0	0	0	0	2.83396303794859	0	5.17056627868766	0	8.1066140486096	0.587383313454388	9.65024191273976	1.25520237535898	7.79555455585282
"Os03g0793800"	5.00310947662328	4.69317048821906	4.67008739212002	3.18573467558301	3.59862295162276	0.548302999863757	0.622912266479789	0	0	6.74353673260399	0	7.68990922440731	0.299517778741314	4.73509777346302	0	7.10910703309659
"Os03g0804500"	0	0	0	0	0	1.17190426067348	0.317365299303099	5.13427891703873	1.3767088852938	5.9582700928991	0.5079719545845	8.25510385223136	1.68332494160068	7.84585905217266	1.4774822698426	8.53394434498076
"Os03g0809000"	1.27415333614551	0	0.967843592937626	0.27671875861494	0.28190551146412	11.5292866431939	6.8243476625843	11.7237782972901	5.13628602724375	8.6525068429817	1.71674549245462	7.29591803978283	0.736625359686581	1.09539803908559	2.87022367932914	9.2563085804957
"Os03g0836800"	0	0.240338728596999	0	0	0.274964652239178	7.63674473971408	1.90936566322885	9.95585678302326	1.37362025779933	12.1793201170677	3.58015120586775	13.3006865892126	3.59194120686019	10.1845706784817	6.06280722032548	11.3756453729674
"Os03g0842900"	11.0943695430799	11.6759435191886	11.6078337342209	10.4921093618155	11.3142949110163	3.91291668479092	5.8396229239565	1.94098040883066	3.91228110345693	1.06352589749202	1.75942761972685	0	1.47242904698023	0.415734885450589	0	0.379525449198218
"Os04g0107600"	1.72501146485038	1.72018000448174	2.57721993966105	1.99572238572248	1.60351770483975	7.95388714186205	2.01502069725333	8.12512903810925	2.56798351836589	7.27182810538111	1.31789632860397	3.62112684232233	1.17780345659207	3.3074318478978	1.63587086394146	2.07625403728503
"Os04g0107700"	0	0.37169961271703	0.403078841118303	0.369164638427129	0	1.16713501607494	0	0.389852991021488	0	4.64837848706081	0	10.33248853276	0.574447980518784	7.24626787824922	1.84672845141259	7.17147524565753
"Os04g0107900"	8.70009108059306	9.06287673378512	8.9663837801213	8.74484173596768	9.74175232194573	4.63680753838275	6.26301950459099	2.13439869841082	4.62884078443154	0.847358708414	3.48977082371699	0	0.562795736490543	3.18694232716252	0.840081321428114	0
"Os04g0116600"	0.686506163799749	0	0	0.27671875861494	0	5.25186594463445	0.812743534266596	6.75530811824352	2.24979331573328	6.91775321898818	4.28818015320761	8.97396771351354	5.42802473360453	6.82969699531062	6.24644168539749	7.34532295230964
"Os04g0153200"	0	0.240338728596999	0	0.369164638427129	0.274964652239178	7.55872495073517	2.01502069725333	9.86189013731499	4.00644351152451	8.3811823999118	4.44197977204133	9.73810262220089	6.25170071884348	9.00521289384261	7.61863021089739	10.0586060223731
"Os04g0167875"	6.63956274062296	7.24224090561473	7.09420542753902	5.9167559760895	6.95482175866852	2.09356330768488	2.72827699303329	0.635636227477901	1.90480151712646	0.931965685161178	0.485434596756831	0	0.287865534713074	0.571876801355203	0.396253065552946	0.790905572817493
"Os04g0177300"	1.03628390401011	1.8251882024959	0.403078841118303	0.27671875861494	0.408836451570913	8.49317600324634	3.48587052136906	8.3066116366826	6.69236267443174	8.72157875855181	5.7787855324552	5.82984344703784	3.51706898362823	4.16515790819271	3.44460498051727	3.52336959251519
"Os04g0178300"	1.84715022722109	2.42047127534912	1.76886158211375	0.802482071672645	2.61486679389407	7.93319275844075	0	9.50739563765501	0.845755611257969	9.82100075957688	6.51162850152064	8.22845059435575	0	9.39080379378396	0.840081321428114	9.49777435087181
"Os04g0178400"	0	0	0	0	0	3.55297709626795	0	6.49862388932773	0.980891767609001	8.32315017180583	4.20132704017584	6.35855471558293	0	9.2430933985838	0	7.97447742891858
"Os04g0179200"	0.349777740210361	0.777922851639591	0.961127981224559	1.20347703917908	0.587303764381991	5.41428325139555	0.317365299303099	7.35843456645564	2.30567724254653	6.59512897414071	4.42124819161084	5.77545882011808	0	6.97640820813779	0	7.95584690313412
"Os04g0219600"	0	0	0	0	0	0	0	0	0	4.03994230528198	0	7.29035574345342	0	8.08890896978164	1.04094695376738	6.98984863794995
"Os04g0225100"	7.19835297674338	7.39704505800418	7.34708847793612	7.12615999777379	7.34487736491377	4.77821086446163	3.66656468980294	2.99949873725079	2.81103799809914	3.28842076689395	2.60825194868296	1.49720489211914	0.587383313454388	0.987611686805792	0.670645327384708	0.790905572817493
"Os04g0227500"	0.372324954552494	0.240338728596999	0	0.369164638427129	0	1.85344940532628	0.304723990754969	8.34046794668852	4.43106350434318	9.0256429068455	5.5589070435519	9.76974588683174	1.21930890738272	10.370976148167	2.43204918117381	9.73139264600581
"Os04g0275100"	0.579637410426042	0.240338728596999	0.403078841118303	0	0	2.51994800780525	0	6.43454938097945	1.37061006502711	6.35467538961237	0.812673726617212	6.09686303130729	0.287865534713074	7.0688670777123	0.396253065552946	7.04792347057682
"Os04g0353600"	0.372324954552494	0.37169961271703	0	0	0	0	0	0	0	7.78642822035018	0	3.65659644284064	0	3.20150460312527	0	8.20371265187779
"Os04g0356600"	1.85312309623688	0	0	0	0	1.91276954148372	0.31818827572482	4.61340518221243	1.06819565214712	5.33675440357416	3.0998737436991	7.38550013451575	3.98675599749807	8.48642440649469	4.98856534904408	7.31397920351087
"Os04g0359100"	1.4086088585626	0.240338728596999	0	0.27671875861494	0	6.0086450546157	2.35390054537938	6.72098243857924	3.85639727957165	7.44433976940947	4.95539969909376	8.13939175366588	4.58304585677254	6.42565909109426	4.91172173351482	8.57648066413064
"Os04g0368000"	1.05883111835224	0.37169961271703	0.441561982643625	0.351232060068888	0.274964652239178	4.62039739251094	1.63807871810432	7.07065896320868	2.30931594900441	7.22854908257073	2.92957817874206	9.6093450278925	4.03690836078719	9.17731698878495	4.18163134310041	9.76502944322172
"Os04g0386700"	9.06507013323765	9.41409414270451	9.43266759766333	8.00071809590692	8.77915295533749	3.40459232440668	4.32495776359971	1.49710736858586	1.5173245831902	0.554470069227206	1.12574817902286	0.279711174854538	0.562795736490543	0	0.42314552682288	0.588974318288671
"Os04g0390700"	10.3976054743851	10.6503104595022	10.5938497389349	9.34641631456656	10.3145730405736	4.51261294468536	4.90402626568297	2.27134503553702	2.97261539977993	2.02921123668353	1.710600203584	0.684727892210335	1.65898060489904	0.415734885450589	2.39350529204291	0.588974318288671
"Os04g0390800"	11.8364131347147	12.2037666885875	12.2060084798581	11.1715906692755	12.0933434060812	5.06695401530035	6.50735460454729	3.55951735836401	4.40512368829042	2.42049913438514	1.6306241029169	1.74883117176573	2.03015288303576	1.81746552151909	0.758206307322994	0.593864863580976
"Os04g0394100"	7.3262689534015	7.84431666227037	7.62046725009095	6.96641782995301	7.69860014399609	1.72856228636168	3.93035300737222	1.86782387305329	3.8661313030869	1.02504394944591	1.79734631226668	0	0	3.11105137801053	0	0
