"embryo0hA"	"embryoColeoptile1hA"	"embryoColeoptile1hN"	"embryoColeoptile3hA"	"embryoColeoptile3hN"	"embryoColeoptile12hA"	"embryoColeoptile12hN"	"embryoColeoptile24hA"	"embryoColeoptile24hN"	"coleoptile48hA"	"coleoptile48hN"	"coleoptile72hA"	"coleoptile72hN"	"coleoptile96hA"	"coleoptile96hN"	"coleoptile72N24A"
"Os01g0660400"	0.686506163799749	0.399851067701309	0.269775118297129	5.14751343997443	3.96259304461892	2.41262413268749	7.3944946998198	2.01287387585704	7.80671289272668	0.856594974388634	7.5715732542237	0.243943310617855	7.35292781483912	1.03194986862717	6.53902025195236	0
"Os01g0676900"	0.372324954552494	0	0	0	0	7.89314361206852	4.77522702247585	8.41886466230096	6.46861077773959	7.70861493114736	7.7459524401218	8.22987260062625	8.4659203150975	7.95590497265906	8.57832026573586	8.65595827699447
"Os01g0700100"	3.12528565853905	2.90175617758965	2.981475473505	1.9513901906201	1.92962264407842	3.0061577626397	0.622089290058068	2.44556610373213	0.990115136952584	5.1655142655561	1.07229150731799	9.3139608355723	2.90160552198297	8.58038370776275	2.89811372234389	8.40077219984423
"Os01g0702500"	13.7617463348775	14.0206725995556	13.9134504078293	12.9188605103389	13.7186022189398	5.84864555617045	7.06045726413924	3.80331571567825	4.97809929944259	1.95125664845602	3.2574874977866	1.68085682825075	2.31282686114046	1.62641875387955	1.1920426080663	1.86094819064541
"Os01g0706850"	1.27076451447788	0.240338728596999	0	0.802482071672645	1.20279126265494	0.566042006404587	1.25864157749847	2.01667407202058	0.332991233635371	6.22986731739072	4.68232228464142	7.4375644594921	8.22774677663281	5.36888665164385	7.49644474469801	6.45097677472833
"Os01g0710700"	1.33071798775931	0.99011012525231	1.06079675883	0.802302714000994	1.53382783748676	1.90872155603833	1.31965361691048	4.07048491392455	2.7792572010318	7.2311199136543	5.6353361679067	9.07595710857689	8.16617908764717	8.28533221800029	8.73150949616079	8.72195214496064
"Os01g0718500"	0.372324954552494	0.240338728596999	0.269775118297129	1.94454106747936	0	1.70319277513756	5.28051006143294	4.18151637337975	6.31085669382429	4.22394746047272	7.32353467734707	4.72347537228479	8.85885553117849	7.09434376031933	8.77100605817227	4.37783322578547
"Os01g0719600"	1.05883111835224	0.240338728596999	0.619234776186376	0.997115457110957	0.556870163703298	4.10848097423253	1.31965361691048	6.71234131516133	3.18864971655381	7.60430174685946	5.91547722570413	7.51093156007238	7.35603720811474	6.41044790915922	6.56509812178249	7.44172887330176
"Os01g0728700"	10.4824777306125	11.4531239821538	11.301008468797	10.0665570711777	11.0208124703979	3.85604139151457	5.70755906865958	2.00666259536384	4.13080241056693	0.429963703946538	2.45396411903322	0.461038788104126	0.915448683278509	0	0.644693888214429	0.593864863580976
"Os01g0738400"	10.2870040104099	10.6368358384596	10.4645676133449	9.45852061130541	10.1252084674689	2.45079492854228	4.29640672231316	1.75369750044375	1.34631066342421	0	1.02612903726383	0.461038788104126	0	0	0	0.383309689994388
"Os01g0740300"	1.26614357422579	0	0.403078841118303	0.828759521105848	0.274964652239178	3.1984056228731	4.38361704554086	4.31188180483236	4.15385269432561	6.18415159180043	5.76640859858221	8.96636113522115	8.84823801519557	7.74134067843593	8.93168798921765	9.63422321463331
"Os01g0748150"	9.11609448919369	9.24549509806686	9.28034696002244	8.08732890239315	8.98950773715901	1.15270751437583	3.58816009563074	0.321778948832274	1.98483346582791	0.230037345131186	1.03403903828468	0	0.576167083032307	0	0.42314552682288	0
"Os01g0749000"	9.10307979645128	9.71014734084055	9.50602668182645	7.67462588617447	9.07182779307802	1.70470982361969	2.29396715515518	0	1.16954007186848	0.261514728889258	0.489846197102897	0	0.27493020177747	0	0	0
"Os01g0756900"	0.372324954552494	0	0.859656222214326	0.552040762490908	1.14225217854978	6.13407541356805	0.635553575027919	10.0951263477245	4.18257367429198	10.0747832566258	6.72987783989657	7.83973860900103	6.47614434836008	6.88682198142573	7.20939734195998	6.62454956573373
"Os01g0787600"	1.3850541560873	1.69576943863957	1.52747171999953	1.39934942812919	1.57236254015952	3.34568478901013	2.72547106305696	4.25604547935851	1.52123936953349	7.69362883121143	1.95436570917663	8.68207415928793	3.50044301573713	9.13584932912879	3.44477369781131	8.84255074879205
"Os01g0826800"	0	0	0	0	0	3.09697347171813	1.83283473624844	5.24237374171028	4.45571848134964	6.10338314737551	5.2515414384912	6.7340824642189	7.32061567126054	6.98339847657773	7.57617251590849	6.41991829908711
"Os01g0827300"	0	0.612038341314028	0.672853959415432	0.451250011603757	0.690741963035033	0.53589111507056	0.31818827572482	0	0.647746171747285	7.43847711146436	0.485434596756831	7.51675670605074	0.466688858305002	4.94576189124236	0.42314552682288	6.6573631490273
"Os01g0842500"	0.372324954552494	0	0	0	0	0	0	2.9436966785647	0	7.17461610609626	1.96345713362881	8.06286860329843	1.0361431384279	4.72221440856747	3.14226441689022	8.63609176390906
"Os01g0847100"	0.372324954552494	0.587092679016703	0.789341116878064	1.52176249245124	0.963790621854747	1.65848240257531	7.56841986533953	4.14168211849166	7.61740100739938	5.49124714315199	7.78148095805546	1.26621425588809	6.08532134712462	9.5448151067851	7.20738719594062	1.54228466201303
"Os01g0849600"	8.69047997971445	8.85107232101407	8.62997500221926	7.99206194431495	8.70551345944187	2.09356330768488	4.19404305120344	1.10446821110097	3.47632767696305	0	2.4816060792939	1.07711420181187	2.42236585977278	1.26185116234506	2.51779270847029	1.23114668392783
"Os01g0850700"	0.722102694762854	1.68534435457323	1.67606229774058	0.852244979110196	1.34732798368616	0.745380179255883	1.12533746954653	3.73956138461392	0	6.91265280057477	2.16980560958227	8.37517149230449	1.39545940688761	9.68637520768997	2.79197550979752	7.57547699826298
"Os01g0860450"	6.31515958785251	7.00381095570428	6.50356675652534	7.52182915300427	6.8158460345144	1.78135029723332	1.44847284528528	2.1869585849623	0.836377879688041	1.67826021941337	1.03119028827629	4.80107728935969	0	2.68889159760615	0.42314552682288	3.6886079428328
"Os01g0866500"	10.3697305495342	10.3679749976921	10.3951178762884	9.43701985161124	10.127243308791	3.20430570662779	3.65871927846942	1.02548921849939	2.97400129995096	1.15409633091006	2.61926696087628	1.07711420181187	2.26192469887179	1.86310254934278	2.01619187781507	1.01311119671197
"Os01g0878900"	1.88084206739836	0.986943746718011	1.15048818779668	0.27671875861494	0.730713335762868	7.30873345567639	1.95361263918091	8.34793324052788	2.046160665345	8.68993581818084	2.84339420776058	10.1469114287278	3.3023052457393	6.30202016170251	4.26213810998336	10.5857297656418
"Os01g0910500"	0	1.26919851162434	0.672853959415432	1.37245541252179	0.730713335762868	2.175379367626	2.98104308851168	3.0829109728788	3.47440725393635	7.42498298597271	5.74566689227749	8.3516849214466	3.2520623195729	10.2574834997285	4.34620705621268	7.54023477042752
"Os01g0915900"	0	0	0	0	0	5.32417753809509	1.45091557282042	8.01543092820958	5.52964113654977	8.33199359677956	8.3765794444637	3.85036554604862	4.01041588446224	12.4338739370302	7.10975258629663	7.58663299241447
"Os01g0916000"	0.579637410426042	0	0	0	0	0	0.317365299303099	6.69087698392955	4.45281106285165	8.04920587531021	7.13699414121647	4.57162974111559	0.748277603714821	12.0912128229313	2.07354552292213	6.27417450399045
"Os01g0931200"	0.372324954552494	1.14962246435662	0.403078841118303	1.12756698298616	0.448807824298748	4.43177732207516	0.304723990754969	8.01337388721905	2.84635927481101	7.70491902234937	4.64160875289068	5.51590350344216	4.40356927102154	4.24942760091791	5.30007967180083	4.76237211905034
"Os01g0946600"	0	0	0	0	0	0	0	3.17042285465518	0	4.88879933536695	1.35115994406411	6.50274194517033	0.574447980518784	7.95390473259307	0	7.41098267861468
"Os01g0946700"	1.4086088585626	0.37169961271703	0.51019656432508	0	0.730713335762868	8.72308320110513	5.57795520968882	8.89669596812815	5.10150597713573	7.38852243838576	4.37638354804703	10.3926478505831	3.08678614670211	9.21695632956132	4.73873728750153	10.8320862869805
"Os01g0947000"	0	0.378071783938282	0	0	0	0.259076054264865	0	1.54125572577057	0.332991233635371	5.65633121949751	0	8.15523371743695	0.287865534713074	11.7373353051594	1.09379085420759	7.55163120358
"Os01g0957500"	0	0.37169961271703	0	0	0	0.992566087822183	0.304723990754969	1.67623086215819	0	4.07931976764933	2.14966624668364	7.29003943989625	2.88089004917422	7.85976891014641	4.17967204959917	6.17823808974885
"Os01g0957600"	0	0	0	0	0	0.276815060805695	0	2.27944870121457	0	5.47645890002524	1.83231750617255	8.72978149962228	3.19600274074797	9.36236874142857	4.78194071831243	7.40414373183873
"Os01g0962700"	0	1.26919851162434	1.37092243405593	0.645883397042069	0.858127835670739	2.07890483953762	0.635553575027919	1.67623086215819	1.60370761465917	5.47988942663584	2.67005787673907	8.06882431734914	0.299517778741314	9.25843911587773	1.04094695376738	6.9978711898655
"Os01g0971400"	1.4151563605583	0.819163289184496	0.889009894483505	0.27671875861494	0.907258899038438	1.1493763387762	0	3.45375099466546	0.870233611746658	8.72352110800794	3.89406367776571	7.68087653827932	4.93850192465029	4.36185937518473	5.44716950562576	9.03926516150729
"Os02g0106100"	0.579637410426042	0.399851067701309	0.269775118297129	0.627950818683828	0	7.19072159510636	4.04900449597474	8.59425449685508	4.72596699062924	9.45927902960153	7.07325513111859	11.8439807890139	8.67650583466891	10.1013457065809	9.29560602492528	11.1525472675932
"Os02g0118800"	0.929415150636402	0	0	0.351232060068888	0.274964652239178	2.9072050276196	5.42110961370034	2.86637452443249	6.29878788616353	1.79743271037729	6.96204892383895	2.82923805404889	8.13820504173384	2.33250298520573	8.37535376039558	1.15897497201865
"Os02g0120600"	0.372324954552494	0.37169961271703	0.403078841118303	0.27671875861494	0.28190551146412	0.289226945598892	0	0.321778948832274	0.314754938111915	3.98024676765794	0.538486217446893	7.08198191842444	0.993597762196555	7.6147404789049	3.22055442115546	6.74151681652277
"Os02g0131400"	0	0	0	0	0.274964652239178	5.27115044976872	0.508019543511626	5.89258350832899	1.51184504164483	7.31781006197208	2.91590298023599	7.89168033049672	5.08141773231507	0.571876801355203	4.6689587639065	8.11076665407809
"Os02g0140800"	10.0882269108082	10.6559674918752	10.6321993033605	8.81645158433139	10.2117832124969	3.39865475662817	4.49452796043346	1.25752681534145	2.28478514459349	0.210085779224742	1.12574817902286	0.243943310617855	1.21496646201982	0.460073067271965	1.73801457758254	0
"Os02g0151300"	0.349777740210361	0	0	0	0	4.68799816661618	0.317365299303099	6.11408692442397	0.342368965205299	7.21508924685666	1.99865495669316	7.46422001036827	0.299517778741314	7.46360142592789	0.443828255875168	7.62866324860106
"Os02g0158900"	9.53740938179419	10.2436400544511	10.2059227902503	8.41650867568198	9.8059566065609	3.60142353090097	4.52134980988197	0.703710269667115	2.24979331573328	0.230037345131186	1.17637601416391	0	1.21930890738272	0.415734885450589	0.840081321428114	0.411380123619276
"Os02g0185300"	7.76581459912154	7.56018926955267	7.53857249374997	8.19184803905954	7.36305295819645	5.30426218283367	6.04044569637523	2.34921714877077	2.51883825822882	1.88969554969855	1.06260924921617	0.928997128386512	0	3.6622210360664	0	0
"Os02g0198700"	0	0.771550680418338	0	0	0	7.79510920105314	3.67144474480829	8.16243582339147	3.8937391741496	7.49936562628388	5.55887155902896	8.71115480459368	5.90409197491894	3.9865800679129	5.76908457357882	9.01104066642469
"Os02g0210100"	0.724029256506461	0.240338728596999	0.269775118297129	0.926758280564144	0	6.35743991747715	9.67533842589391	5.40268780096299	9.4269520476691	3.73164122867876	9.69513413628673	1.26621425588809	1.63045313605784	3.25673736234613	1.26322684825099	0
"Os02g0218800"	0	0	0	0	0.274964652239178	4.67410089511659	0	6.10874633058517	0.314754938111915	7.79304277620765	3.0227981455407	8.14877432334489	3.27447792087192	7.19133271948152	3.6053649579806	7.85725501982619
"Os02g0228300"	0.686506163799749	0.777922851639591	0.908236943813151	0.828759521105848	0	3.29042784639531	4.1885117427559	7.58884148917641	4.4118159972183	8.16591556816843	7.22178505086629	9.70500066646961	5.62987537873158	11.673190717098	6.04504222293743	9.79442954203899
"Os02g0240100"	0.686506163799749	0	0	0.451250011603757	0.28190551146412	9.1561331799678	7.36877743698787	9.51201682829929	7.07121960379051	6.64814081166542	4.93134974843867	6.93472188470533	6.22560266873041	2.57461287966377	6.59979628417257	7.35114124948989
"Os02g0242600"	7.45133527770041	8.13968012500042	8.65631236577843	9.26637290566847	8.54806577683816	6.27915696119376	8.9148629547308	3.88897487242825	6.71610515545366	2.60995857825558	5.68978600335298	0	0	0	0	0
"Os02g0249000"	8.62333306396224	10.1181824754601	10.4737237290228	10.6247236367085	10.3111785319718	8.14788640128333	10.4079927517747	5.50203896743599	8.44270111759612	3.67331875265618	6.84585276266723	0.699351542636931	0.299517778741314	0	0	0
"Os02g0250600"	13.1642192479261	13.2487490938131	13.1713494268885	11.6129906952148	12.7497516011282	5.28091811120681	6.39659651223702	3.4655203852878	4.47033907483997	1.79873389050356	3.20229013139749	1.67155689880221	1.71473911579507	1.28586211553534	1.66879594498824	0.593864863580976
"Os02g0252400"	5.65089054473866	6.84113393526837	6.96385995191273	7.49923481562949	7.22123647746709	5.04095445331136	7.29344136423529	4.60259081533197	6.00507291432233	4.93803262355058	4.53900005993398	0.461038788104126	0	0	0.396253065552946	0
"Os02g0257200"	10.696954195589	10.7419462072905	10.6260765209058	10.2963455897592	10.6362576490235	4.32981188499799	4.54106013949408	1.34878052164768	1.5173245831902	0.595080245499376	0.906036613509921	0	0.27493020177747	0	0	0
"Os02g0258200"	0.958393033206816	0.978675628288806	1.43757026891648	0.369164638427129	0.274964652239178	4.0652070832049	0.489783894518608	7.54917101865402	1.98014956376584	8.05081906294708	4.36500886057762	5.88707114282653	4.1674961504367	4.85798253950706	5.32398230460447	5.60473079318225
"Os02g0262800"	1.03628390401011	1.12297720828462	1.84230639843498	3.2345720284024	0.858127835670739	2.19536125846328	0	5.31158248549588	0.342368965205299	7.71986112146684	4.17204197227398	6.26519584664431	7.05247394226464	11.6478482049082	7.76834979344669	8.38195378668703
"Os02g0268100"	7.98479632371462	9.17941015322569	9.54501351047028	9.63880670817503	9.49016198128679	7.15366730424756	9.50011725440746	4.52185105800597	7.60611379717148	2.47825882955365	6.06386361342165	0.455408232019076	0	0	0	0
"Os02g0268300"	7.55617843945559	8.7645013284075	9.07485284951492	9.1783119623907	9.1575418202493	6.70795758752777	9.06576251276903	3.81652235692811	7.04121638220158	2.6748112219105	5.39948084610009	0	0	0.460073067271965	0	0
"Os02g0288100"	1.05883111835224	0.240338728596999	0	1.38625853891334	1.91352996648999	2.46363083541343	10.5104465974784	4.61456913458701	11.3221791209796	3.44156336066852	11.9187670404431	3.52752512132919	12.9191046956996	5.11284026964584	12.5827492328723	1.17421526281188
"Os02g0331400"	1.4086088585626	0.37169961271703	1.24461062045384	0.720396698496017	0.730713335762868	6.56285662613722	1.79370135570219	7.36415423433023	2.03993767347749	7.60225768135353	1.79627076491427	6.90357741836651	1.34502178892143	0.571876801355203	0.42314552682288	6.63054544223711
"Os02g0453600"	8.89159851290744	10.8959832088677	11.1678769398094	11.0032722561928	10.8568236064451	8.7527731877024	11.2433781941706	4.78745209770875	8.57380888700216	3.8903279470636	6.8921877596614	1.14576668031446	0.299517778741314	1.24152393371396	0.443828255875168	0.383309689994388
"Os02g0463401"	8.26071400636533	8.7043398223488	8.67864765025257	7.78318182077375	8.37619333024496	2.66566917186538	3.41469100080826	1.77642338767164	0.855085943717676	1.51108907015424	1.68980753580065	2.37095249530642	1.67557158811345	2.08649182115152	1.23961779838852	2.10400200623983
"Os02g0466400"	7.70384586704518	8.30834911848012	8.07415890190852	7.49153894809147	7.56498248863456	2.95104389477329	2.80007902385097	2.2940650473321	0.332991233635371	1.79542798449974	0.5079719545845	2.38660503182355	0	0	0.824149269748771	0.379525449198218
"Os02g0504700"	0	0.240338728596999	0	0	0.28190551146412	2.80881632880633	2.10524834137595	4.43145504103891	3.37788344197175	5.97529432183608	4.66878245984893	7.15865945608151	7.58457376305543	7.63752262653894	7.8006424869419	7.14737853361346
"Os02g0538700"	0.349777740210361	0	0.789341116878064	0.27671875861494	0.28190551146412	2.24043062586061	0.317365299303099	5.01437299597724	0.647746171747285	7.87866985741993	2.34641467792881	7.46623739018796	1.62616425246967	4.48682263999157	2.69838761109937	7.74770784784624
"Os02g0543000"	0.686506163799749	0.612038341314028	0.669744914989045	0.693270983865502	0	1.72485494856769	1.20301074038752	2.27944870121457	0.990115136952584	7.64527584556793	6.09622964320113	9.26440091685338	2.20802314143368	11.9687721944044	3.52534753403369	11.3024488223746
