"cerebellum_ALS"	"frontal_cortex_ALS"	"cerebellum_normal"	"frontal_cortex_normal"
"ENSG00000133019"	2.46176989398623	9.97266654444121	2.03240384952948	9.90720605866138
"ENSG00000134343"	1.71501849745114	9.48818731170488	1.98152989340332	9.41139945553529
"ENSG00000135253"	7.12383865359225	1.85076835803254	7.5929596904794	1.51041616187384
"ENSG00000135426"	1.1645629460463	11.7132757285456	1.10529249650166	11.7907010945028
"ENSG00000135502"	3.99595822151925	1.22871009731948	5.11576791775123	1.05079471836059
"ENSG00000135638"	1.27632841935345	9.0239891233147	1.11744566704834	9.2739052607802
"ENSG00000135903"	6.76370045178318	0.579885785459626	6.43441792140712	0.588107704500812
"ENSG00000135925"	1.36815806811957	5.20281496205417	0.964291311279706	5.11633815284429
"ENSG00000136535"	1.22224210119321	10.5028905520927	1.62701594735942	10.6941242006707
"ENSG00000136542"	6.89982505253211	0.808577362975663	6.56379053019437	1.23219237820867
"ENSG00000137203"	6.69165795956466	1.02619270024028	7.07016797498693	1.56423988649288
"ENSG00000137878"	6.57982552351336	1.96210485973293	6.8606695209955	1.581958603174
"ENSG00000138136"	6.03118389001808	0.831168088584489	6.35102696626113	0.951645830312209
"ENSG00000138207"	1.37375739238462	8.88048772406868	2.39016520032834	9.00235367281674
"ENSG00000140015"	1.70581384481298	9.19096609013571	1.09014212081064	8.93000637372873
"ENSG00000140506"	5.00513194414271	0.360209626902924	4.87846835928773	0.124684730938526
"ENSG00000140873"	8.57752612694943	2.52335424264436	8.88861630065836	2.68521764920922
"ENSG00000143032"	9.86659357203064	0.493096759627383	9.92223175693039	1.04613692566469
"ENSG00000143365"	7.34841054149332	1.32087449418755	7.77744265082585	0.757522434969384
"ENSG00000144355"	0.337939863725197	7.6503685345706	0.669090547148417	7.55828821646105
"ENSG00000144407"	1.08205946169024	7.27084969736342	1.02764589444148	7.27020093369188
"ENSG00000144681"	7.19269110411199	2.22504243051853	7.30843514661419	2.08234900637619
"ENSG00000145063"	1.92856854628445	6.39052408111766	1.72986947136484	6.42723015179027
"ENSG00000145863"	12.2820444746936	3.48777038200581	12.2551438203396	3.0928775742465
"ENSG00000146013"	6.29406512166686	0.927734156064316	6.65917186959161	1.24859874306331
"ENSG00000146242"	3.10375735590149	8.30261726562157	2.46353237345149	8.22584599090272
"ENSG00000146250"	0.761488702491299	5.10552179099234	1.44181737374681	5.33499064480024
"ENSG00000146360"	1.67311420501161	5.8194269812481	1.14124116025117	5.3698416711928
"ENSG00000147246"	1.84475063864896	5.76109582915053	1.70219259466062	5.20555365684489
"ENSG00000147437"	4.70349465627917	1.82172995325177	5.20221814937149	1.37088877787377
"ENSG00000147571"	0.27506821200656	5.78389011918444	0.757791983892882	5.7659441788036
"ENSG00000147573"	5.48031077927659	1.13868459442192	5.32878259163611	0.499908212542969
"ENSG00000147647"	0.564445050539234	4.69657305718036	0.514875125254926	5.08912708489445
"ENSG00000149305"	0.944203653029305	5.95213713721937	0.463148390376181	5.94249174522258
"ENSG00000151838"	5.32848575191421	0.808479352888898	5.31527808780511	0.459340260884975
"ENSG00000152034"	0	6.71324272643341	0.153678450726429	6.12117720873164
"ENSG00000152595"	0.24978700344058	5.85438336231402	0.793072548487629	5.98501828012116
"ENSG00000152931"	3.04556427118552	9.40015856578922	2.28041796804999	9.28219370304008
"ENSG00000153266"	0.465993138103821	7.58235122749275	0.709457716218276	7.87922631084305
"ENSG00000153495"	1.87513849752715	5.68687420072998	2.12017139432212	6.68970342707046
"ENSG00000154146"	4.19944645636656	14.5480154891018	4.62779892232599	14.6949626589721
"ENSG00000154478"	1.76388055881299	8.53594677319871	1.7985970635418	7.95619827391869
"ENSG00000154874"	5.2792497691492	2.24707074347236	4.73406840222175	1.14389647627941
"ENSG00000156140"	1.03811222615197	5.97724942334209	1.20620791235272	6.05088156862712
"ENSG00000156463"	1.0788609776597	5.93691953739066	1.25555060084436	6.14274717682696
"ENSG00000157005"	0.326839179298917	7.39308892729903	0.590381007533121	7.8403664437992
"ENSG00000157502"	2.78532329305642	8.20549104466221	2.91655317338971	7.89378470909739
"ENSG00000158748"	0.183521650049022	4.91571088469471	0.408741464675984	5.26672808617452
"ENSG00000160593"	7.37089777819403	1.43745764839584	7.98117025203869	1.37375359553302
"ENSG00000161609"	5.70119221444155	0.374971313884027	6.58551846809462	0.369389889522395
"ENSG00000161888"	1.45611682735991	4.71285995228841	1.9528861412336	5.02433794129375
"ENSG00000161992"	10.8513935539166	1.80154029869638	11.5064838333407	1.97763773208439
"ENSG00000163508"	8.32220129916952	0.611768820560723	8.23121957621637	0.45863485717242
"ENSG00000164112"	1.11273635173771	9.51475955997065	2.02431254886599	9.37289794870309
"ENSG00000164129"	1.86197707100546	5.14130670687045	1.14914657859181	4.89284827854165
"ENSG00000164326"	0.535515646851168	8.67389755770113	0.696218130217254	8.93801848477674
"ENSG00000164438"	6.51315365351243	0.087563730334807	7.06558985431393	0.121287505366432
"ENSG00000164651"	0.282000613368308	5.05027318815139	0.153678450726429	4.41230418290614
"ENSG00000164778"	10.0267360763334	1.8463712941629	10.4841264238161	1.53405955555358
"ENSG00000164794"	2.29131308562179	9.93267045927892	2.05268288349659	10.0777587552205
"ENSG00000164825"	6.18576880781462	0.573207320332438	5.2189056661124	0.698678591280266
"ENSG00000164853"	7.83272423932561	0.33823725052541	8.37274258900753	0.125364371201471
"ENSG00000165215"	5.53941302509401	0.942940289808397	6.01162815967004	1.43911857229701
"ENSG00000165588"	7.36502913395474	0.532079762422001	7.06791333993055	0.48185724665887
"ENSG00000166569"	5.22693427126845	0.0608368694717697	5.37926906857681	0.125228376177389
"ENSG00000166596"	1.7618183527885	5.46869409979491	1.39943811285094	5.34378045924243
"ENSG00000166828"	7.72312813829481	3.13643767642282	8.14121711778495	2.33960750756653
"ENSG00000166863"	0.608905187459668	7.04167119602642	0.718251707011738	6.62575215811093
"ENSG00000168135"	2.35628725912566	10.4833437423873	2.74809036953085	10.9004704889865
"ENSG00000168447"	5.07536363322421	0.241320621268738	5.1712279151819	0.125364371201471
"ENSG00000168539"	2.30333955921258	10.4301564158379	2.95886480785564	10.7632726905201
"ENSG00000169174"	7.90404036609511	1.98471166139851	7.99306386808831	2.02053672051427
"ENSG00000169224"	6.56786005638562	1.24940529250011	7.21540349944066	1.53541621198752
"ENSG00000169271"	0.113743373750354	5.92606049712833	0.177956848228858	6.39720164832913
"ENSG00000169436"	7.1368759858267	2.22890738024798	6.82520781272222	2.13134788695098
"ENSG00000169676"	0.148618842934067	5.15437900534573	0.140179593042624	5.25617831854975
"ENSG00000169884"	1.25243710119496	8.54232514473789	1.79382716926043	8.82451040764429
"ENSG00000170549"	6.04760688652629	0.246478778886393	5.99251412636917	0.139309315150777
"ENSG00000170561"	6.54581731504988	0.168063561175034	6.67460733894464	0.968441912973627
"ENSG00000171126"	0.574785745130842	5.35631169957077	0.45368529916688	5.28072336999637
"ENSG00000171219"	8.87628398581348	1.48478236084874	9.51275254882023	2.19486203505192
"ENSG00000171509"	0.396667873669036	8.27935039299516	0.452367273799815	8.08905144965523
"ENSG00000171819"	6.23796999978844	2.51889717991721	6.55923943271527	1.33857706985573
"ENSG00000171873"	1.34855675827263	6.33418789001657	1.25460284317521	6.14949037581929
"ENSG00000172673"	1.2275282094247	6.6962509190419	1.40111020337812	6.79458812899671
"ENSG00000174171"	5.67601844187951	0.279962954715632	6.69443347610525	0.107889364057291
"ENSG00000174403"	1.13807972371926	5.27688122939786	1.21085502314918	5.69171309939686
"ENSG00000174788"	9.32391051404655	1.01204131235513	9.14532884455888	0.357501978938782
"ENSG00000174827"	7.11497001205668	1.76398776679633	7.11682968967604	2.08511604419594
"ENSG00000175077"	1.03091980442061	5.38139963410188	0.802140178113069	5.55471705434752
"ENSG00000175262"	6.79370936274229	1.0466464897253	6.67545072995231	1.02244078801825
"ENSG00000175874"	3.47331438153228	11.7416968694259	4.02976161467886	11.5555545309913
"ENSG00000176165"	0.930331997318472	10.0236501141963	1.26500264293322	10.1864134388223
"ENSG00000176194"	0.465683920502759	6.3102874937828	0.0888475978312994	6.52919242420997
"ENSG00000176842"	5.55126611308136	0.201797902084433	5.29095207490338	0.212700510892053
"ENSG00000177133"	2.55244440456136	8.37675471516533	3.40855741143353	8.42643789512424
"ENSG00000177508"	6.10234132181413	0.997120391424384	6.07825072799264	1.02849781027904
"ENSG00000178172"	7.10050089941772	0	6.36159707079926	0.264673686352249
"ENSG00000178394"	0.195924354352859	6.15661772726583	0	5.30126547895121
"ENSG00000178531"	3.37205199378128	10.8970279080828	4.08151532379296	11.352614738749
"ENSG00000178773"	1.62457892590013	8.29325609788516	2.16367070271068	8.47634453981315
"ENSG00000178860"	1.15570380509893	5.54205194414998	1.26117108037792	6.2790734099459
"ENSG00000179388"	2.19626088463972	9.90354665265731	1.91762811962387	9.99667460738199
"ENSG00000180347"	5.07745795451732	1.50378193948415	5.13019147219269	1.02797835013512
"ENSG00000180440"	0.705386472888189	7.77592362419393	1.03242061307133	7.50360597744417
"ENSG00000180660"	9.53670507638811	3.03285338527628	9.31017478206724	2.92697208220613
"ENSG00000180720"	1.80785133357085	6.46793026602424	1.66857194571918	6.57365551228383
"ENSG00000181418"	2.28375824255823	12.5501653856758	2.95059311296413	12.7314692828491
"ENSG00000181656"	1.25525509378017	7.0044043338258	1.05667473675356	7.13524824832608
"ENSG00000182010"	1.40981653417456	5.35648105295363	1.30882287318288	5.32608590685953
"ENSG00000182255"	2.5623651001068	7.43375340348768	2.37060325714804	7.1679741793329
"ENSG00000182674"	0.484899736382347	6.61328785985032	0.429320828894656	6.56420501306563
"ENSG00000183090"	0.441745483129857	6.50623178789563	0.0927367278921844	6.09834083589095
"ENSG00000183662"	2.97912061463704	8.59755740119702	2.51135863757808	8.58900592008317
"ENSG00000184385"	0.852965454825041	5.69033503952398	1.40354930217935	5.6659684450087
"ENSG00000184564"	4.47324644780805	0.605833956584162	5.25495038986015	0.523183743519621
"ENSG00000184908"	5.72152773654492	1.61727858313763	6.12518770108437	1.27729972911213
"ENSG00000185149"	0.528206416193525	5.61289158377558	1.20096865930659	5.22478661839985
"ENSG00000185522"	4.39235819274037	1.09001923477904	5.19564722564711	1.01239844827751
"ENSG00000185652"	6.43156171592388	1.44794579128411	6.06450766055429	0.710374329641262
"ENSG00000186074"	5.04658698623703	1.70361605909126	4.28108221165231	1.30499129261168
"ENSG00000186081"	0.26207789047361	5.63042622629181	0	5.99023168830913
"ENSG00000186188"	0.663529439651261	5.69540054827908	0.507591144696201	5.59972898122501
"ENSG00000186493"	6.04565054974554	0.604797512111915	6.07462303927268	0.999121287940439
"ENSG00000186510"	6.61184893318319	1.18863913256723	7.16544680343436	0.905945858404466
"ENSG00000186895"	6.34916324853016	0.206868962047218	6.79598074177829	0
"ENSG00000186960"	0.100417598269146	6.44906219927999	0.3960513199441	6.24694896775823
"ENSG00000187017"	8.42540356604521	2.42243660873636	8.3419271631708	2.47604531502093
"ENSG00000187094"	2.89836414875615	11.7104773195215	3.04636708373769	11.9192383576337
"ENSG00000188674"	2.75994124091043	8.74693558799024	3.04627751765971	8.81470511257598
"ENSG00000188848"	1.61515466473134	6.11189577569061	1.65751163535496	5.55314410150601
"ENSG00000196353"	2.22865880489446	9.50261758438672	1.9409659912756	9.48055435296668
"ENSG00000196639"	2.95110378171484	7.97735509508275	2.22739155139537	7.79245674509045
"ENSG00000197467"	8.9062689777623	2.99770485160686	9.22292909614375	2.48389749732327
"ENSG00000197753"	0.503654600520353	5.46322709028456	0.432583865164206	5.57657927235838
"ENSG00000198108"	1.78783802898241	6.9130912840897	1.03734859151748	6.7838008889904
"ENSG00000198768"	5.32192541990661	0.280189215395921	4.23400899464354	0.37256305040954
"ENSG00000198883"	0.641058794504897	7.4825312608179	1.13605690916055	7.30639532995668
"ENSG00000204001"	6.82710352656304	1.89210496269674	6.97521862917875	2.50288068577809
"ENSG00000204175"	6.74710929046345	2.27046908459905	6.75983304017606	2.21610733715465
"ENSG00000204950"	2.61274036910422	7.41103520101138	2.41051369173637	7.59307894590725
"ENSG00000205035"	1.02276244079394	5.41199097274164	1.42615751608775	4.9730974584091
"ENSG00000205277"	0.628377849876437	5.12450953898692	1.03990062124074	5.65932535220422
"ENSG00000205279"	2.44887241508991	8.6900043663462	2.80020900033256	8.58117117612011
"ENSG00000205562"	1.27493792980076	5.44727621022523	1.47519326028297	5.3741389563653
"ENSG00000205634"	0	5.06378765199633	0	4.9757873129077
"ENSG00000213171"	8.15928146846321	0.971069356481592	7.66355559996991	1.4800661177145
"ENSG00000215452"	8.6444200646137	1.1117416473199	8.50908103734822	0.559879249425551
"ENSG00000216863"	0.977592401356879	7.7432802912745	0.898400213996549	7.49388812014146
"ENSG00000217236"	0.46857787555294	5.42664718679911	0.607109791432347	5.42475386515692
"ENSG00000217801"	1.736012075914	5.13265530015508	1.47955203920154	5.10955072275395
"ENSG00000223812"	0	4.79875220370946	0.0927367278921844	5.07063423172441
"ENSG00000224223"	0.780111556141787	6.44982359780194	0.657166455848384	6.12566253315568
"ENSG00000224717"	4.89664195547781	1.46684492782346	5.451665741526	1.13323012613235
"ENSG00000224825"	0.813974789331339	5.04433451860314	0.63458628582747	4.5327651373397
"ENSG00000224982"	0.0574380286205676	5.5107587672528	0.19914586097525	5.64829857408005
"ENSG00000225110"	1.72736785609564	7.92124201530559	2.52908717690076	7.61929450748472
"ENSG00000225206"	0.381563468030505	5.35519304265946	0.0927367278921844	5.23419211860438
"ENSG00000225511"	4.97755362806148	0.657225726332581	5.37065169778745	0.977467233718821
"ENSG00000225953"	0.119386204777757	6.48352721980929	0.235427131245733	6.75010156685848
"ENSG00000226332"	4.75540462586438	1.38374276436764	5.92903255996722	1.66212413599101
"ENSG00000226762"	0.0491045274530276	5.94847287927774	0	6.05258365922187
"ENSG00000227078"	5.3253567329581	1.76001268233383	5.553368651711	1.50487641254704
"ENSG00000227128"	4.80125402109951	0.380662908839971	5.07281982723939	0.493850555775972
"ENSG00000227487"	7.21167827060935	1.37118446997644	6.38236303849221	1.06060021996287
"ENSG00000227877"	7.5616057470989	0.501154570033933	7.64280059005747	0.71292843046342
"ENSG00000228862"	5.37047122077101	0.907652733798672	5.41500129928687	0.342593366037649
"ENSG00000228956"	2.50756427096288	5.54994968830335	1.47384845076164	5.44309478470584
"ENSG00000228971"	0.562599648314716	7.58140827766659	0.94392548976491	7.23930636907591
"ENSG00000229425"	0.174757401034457	6.65684604653985	0	6.45510055627656
"ENSG00000231107"	5.03555314208419	1.45488477996484	4.15282339389295	0.856697812916538
"ENSG00000231233"	2.18322027527965	5.47740408554934	1.67941666631415	5.67877297870338
"ENSG00000231764"	0.414795621457611	7.68462372113891	0.472997873630698	7.47886434123369
"ENSG00000233123"	0.209153198792059	8.53383924788254	0.352236859439406	8.25972383455867
"ENSG00000233705"	2.21432566143105	9.82677228544503	2.31934399957622	9.76142214905198
"ENSG00000235531"	2.26427242803515	6.1754345088056	1.6796311450964	6.37913472816355
"ENSG00000235979"	7.10029574531227	2.85472688598238	7.1233496493906	2.15944377407865
"ENSG00000236064"	1.09439131859706	4.98955075418889	1.32496785847756	5.49778691243138
"ENSG00000236668"	0.042950326057617	6.05205997608699	0.365689444528998	6.70290498642139
"ENSG00000236922"	0.0775296722020197	5.28761151796548	0	4.38889927350083
"ENSG00000240053"	4.51635206345401	1.57104272265225	5.36268879249121	1.88745519130625
"ENSG00000242671"	5.06813203676203	0.066704694207651	4.61274635987886	0
"ENSG00000242866"	5.14090701296317	1.66884512246793	5.65106925607179	0.792121267885794
"ENSG00000243620"	5.13664350090672	0.418352783144361	4.60387601168424	0.901421756297455
"ENSG00000243902"	1.85230201008481	5.82392298903275	1.50219628045879	5.8190893440511
"ENSG00000244040"	1.1484029654378	5.18584079323005	1.78659743727103	4.98893188950484
"ENSG00000245694"	6.41419209851665	1.14522917482574	6.37518385182641	0.96766040857885
"ENSG00000246250"	5.44519000688218	0.440238838479688	5.44065997710806	0.380005449813351
"ENSG00000246363"	0.994533083612615	5.25835926473657	1.2509759203612	5.07752286923017
"ENSG00000248285"	0.363809392099651	5.82181193789488	0.711529673552175	5.72824760664851
"ENSG00000248455"	0.246681454615227	5.79420883149758	0.235427131245733	6.07307025833527
"ENSG00000248540"	1.05600335340702	4.91250340822563	1.11924384835405	5.01995112903089
"ENSG00000248587"	5.63382867223908	2.14864667799318	5.46998767455367	1.77486016794265
"ENSG00000248738"	0.639072975777981	5.56197856767379	0.630338120060141	4.75262381252788
"ENSG00000249436"	0.0834731252395135	6.61384639052201	0.124621104905413	7.18327753960953
"ENSG00000250579"	5.90645396510981	1.93958072690712	6.22030402328644	2.35106389066587
"ENSG00000250584"	0.174935699875974	5.19953266801513	0.153678450726429	5.03414714427735
"ENSG00000253661"	1.39437856451788	5.07712430493597	1.17534867717613	5.40156634690688
"ENSG00000253678"	5.05745225304047	1.25432491688705	4.77468365137093	1.35848331973446
"ENSG00000254187"	1.73405201614779	5.88672260383855	1.38751542251432	5.88976912038054
"ENSG00000254827"	0.497444711801675	4.70179922196438	0.426631167363243	5.0601645704966
"ENSG00000254995"	3.95570889042774	1.76931715917765	5.0114786019509	1.50597739351909
"ENSG00000256193"	0.161838653253378	7.58630796125862	0.340146596028489	7.84591199678441
"ENSG00000259803"	8.72316427869992	0.594253949710533	9.70830961839618	0.735948708103374
"ENSG00000259823"	0.562873508441274	6.37147521512928	0.471397253374288	6.52572260985857
"ENSG00000259867"	4.79624413272306	1.5397411080254	5.09722845491545	1.45535110955438
"ENSG00000260186"	5.16994476838382	0.744976476855332	5.05790343859178	1.20119285370287
"ENSG00000260328"	0.813761317030796	6.98010083987765	0.370588515153331	6.76369528662357
"ENSG00000260440"	6.20607070057275	0.0475294775419751	6.60332935753225	0
"ENSG00000260776"	5.59261274470377	1.48227307595205	4.49809431506169	1.78004298986806
"ENSG00000260838"	1.72684375277978	6.15839268506445	1.9881404317496	6.51771865399598
"ENSG00000261037"	1.3822406024715	5.56245786104082	1.43481904676848	4.82090389462217
"ENSG00000261183"	4.93270283512898	1.2978662000203	5.35868438768127	1.95306439203299
"ENSG00000261325"	0.335796270625503	5.24409619468799	0.857841718905006	5.84520632682102
"ENSG00000261340"	0.997358769663563	5.55990499107553	0.948506775876788	5.87477458785832
"ENSG00000261594"	1.45413691665533	5.88812333644589	2.12661964716059	6.51055511101086
"ENSG00000261606"	5.77223572903834	0.572005474834261	5.78916985326984	0.426323638880035
"ENSG00000261625"	4.5561074143757	1.12725617350922	5.19686087612361	1.43604025473435
"ENSG00000263878"	0.531725775863437	6.4583516223709	0.888201727927098	6.62075807011575
"ENSG00000263958"	0.735260699892694	4.76768727603201	0.679783277578298	5.11106273453703
"ENSG00000264659"	5.20566697334028	0.525348943624466	5.40522614510063	0.125364371201471
"ENSG00000265313"	0.57450658924895	5.13645955152079	0.62280477494399	5.12852541494188
"ENSG00000265962"	6.43078556596363	2.41920304647315	6.23440597205714	1.95903956530722
"ENSG00000267466"	0.467630744022776	7.39611277133952	0.497323347748207	7.47336444389502
"ENSG00000267506"	0.529215003538181	5.83964508359401	0.780132738267019	5.74080819613711
"ENSG00000268038"	0.946257614763239	5.58771311761406	1.48993574495503	5.89362102562066
"ENSG00000268433"	5.32406375652987	0.341966484213645	3.47807440320729	0.134033213508393
"ENSG00000269113"	7.54441707214014	1.7425299340608	6.80840224952266	0.969406505540719
"ENSG00000270111"	0	5.73707747037694	0.142858289044715	5.94863154673675
"ENSG00000271795"	6.27615188674747	1.77197547106037	6.11490727131025	1.57143945174345
"ENSG00000272479"	0.339427747273633	4.79795347337378	0.0927367278921844	5.18732150804439
"ENSG00000272944"	1.10753180487265	4.98530711569463	1.24553479033856	5.22626924482493
"ENSG00000273312"	0.648459759410852	5.16517283614861	1.08537369624007	5.39708551960379
"ENSG00000273706"	9.12834981341921	1.50638109175797	9.31995599603267	1.18935598616909
"ENSG00000275038"	5.78004950856457	0.209693282301372	5.46583037954062	0
"ENSG00000275358"	4.7792010304409	1.32674818816164	5.39847894097709	1.18480895370603
"ENSG00000277268"	9.17498422782631	0.724535719424012	9.46043437341056	0.833904915053546
"ENSG00000279042"	0.432591515112029	5.92582773793347	0.505751679604883	6.40922992515129
"ENSG00000279249"	9.3036229496141	2.82076330436744	9.45436806292375	2.35496955693198
"ENSG00000279774"	4.95500310961044	0.628735257161469	5.6052920042643	1.47415613570051
"ENSG00000280189"	5.08895590520269	0.122818267440815	4.46806949037334	0.124684730938526
"ENSG00000280604"	5.41357230344391	1.03250167580297	4.82214264492588	0.65523055815225
"ENSG00000281160"	0	5.39976401643117	0.235427131245733	5.76477198131286
"ENSG00000283128"	6.26550462156595	0.677009978299751	6.36555555228103	0.849335324057625
"ENSG00000284703"	0.639388480421393	4.88813231214497	0.200682011614037	5.15371304171787
"ENSG00000285081"	7.2399124060789	0.444339947265699	7.04641136641556	0.622747260930608
"ENSG00000285595"	5.10004872548835	0.0843168501168974	4.97160968579165	0.121287505366432
"ENSG00000285844"	0.867063388763478	5.21125345161503	0.707083636720732	5.02807686284947
"ENSG00000285865"	5.55114845299747	1.70238179689549	5.48169078815655	1.35622449413641
"ENSG00000285936"	5.98884074641597	0.419355130132367	6.1047430917842	0
